Authors,Title,Link,Abstract,Author Keywords
"Xia B.","3D nasal shape: A new basis for soft-biometrics recognition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025157822&doi=10.1007%2f978-3-319-60654-5_7&partnerID=40&md5=f2b8a70acbaf802fe8e92f2104530a2a","In the past 10 years, Soft-Biometrics recognition using 3D face has become prevailing, with many successful research works developed. In contrast, the usage of facial parts for Soft-Biometrics recognition remains less investigated. In particular, the nasal shape contains rich information for demographic perception. They are usually free from hair/glasses occlusions, and stay robust to facial expressions, which are challenging issues 3D face analysis. In this work, we propose the idea of 3D nasal Soft-Biometrics recognition. To this end, the simple 3D coordinates features are derived from the radial curves representation of the 3D nasal shape. With the 466 earliest scans of FRGCv2 dataset (mainly neutral), we achieved 91% gender (Male/Female) and 94% ethnicity (Asian/Non-asian) classification rates in 10-fold cross-validation. It demonstrates the richness of the nasal shape in presenting the two Soft-Biometrics, and the effectiveness of the proposed recognition scheme. The performances are further confirmed by more rigorous cross-dataset experiments, which also demonstrates the generalization ability of propose approach. When experimenting on the whole FRGCv2 dataset (40% are expressive), comparable recognition performances are achieved, which confirms the general knowledge that the nasal shape stays robust during facial expressions. © Springer International Publishing AG 2017.","3D; Gender/Ethnicity recognition; Nasal Soft-Biometrics"
"Sarangi P.P., Panda M., Mishra B.S.P., Dehuri S.","An automated ear localization technique based on modified hausdorff distance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009477189&doi=10.1007%2f978-981-10-2107-7_21&partnerID=40&md5=f045ee582f6e704b09cdbf2f01daeb5a","Localization of ear in the side face images is a fundamental step in the development of ear recognition based biometric systems. In this paper, a well-known distance measure termed as modified Hausdorff distance (MHD) is proposed for automatic ear localization.We introduced theMHD to decrease the effect of outliers and allowing it more suitable for detection of ear in the side face images. The MHD uses coordinate pairs of edge pixels derived from ear template and skin regions of the side face image to locate the ear portion. To detect ears of various shapes, ear template is created by considering different structure of ears and resized it automatically for the probe image to find exact location of ear. The CVL and UND-E database have side face images with different poses, inconsistent background and poor illumination utilized to analyse the effectiveness of the proposed algorithm. Experimental results reveal the strength of the proposed technique is invariant to various poses, shape, occlusion, and noise. © Springer Science+Business Media Singapore 2017.","Biometrics; Ear localization; Ear verification; Hausdorff distance; Skin-color segmentation"
"Zheng Y., Zhu C., Luu K., Bhagavatula C., Le T.H.N., Savvides M.","Towards a deep learning framework for unconstrained face detection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011260714&doi=10.1109%2fBTAS.2016.7791203&partnerID=40&md5=b9b1b80e7c227ec82e5606040ed3312d","Robust face detection is one of the most important preprocessing steps to support facial expression analysis, facial landmarking, face recognition, pose estimation, building of 3D facial models, etc. Although this topic has been intensely studied for decades, it is still challenging due to numerous variants of face images in real-world scenarios. In this paper, we present a novel approach named Multiple Scale Faster Region-based Convolutional Neural Network (MS-FRCNN) to robustly detect human facial regions from images collected under various challenging conditions, e.g. large occlusions, extremely low resolutions, facial expressions, strong illumination variations, etc. The proposed approach is benchmarked on two challenging face detection databases, i.e. the Wider Face database and the Face Detection Dataset and Benchmark (FDDB), and compared against recent other face detection methods, e.g. Two-stage CNN, Multi-scale Cascade CNN, Faceness, Aggregate Chanel Features, HeadHunter, Multi-view Face Detection, Cascade CNN, etc. The experimental results show that our proposed approach consistently achieves highly competitive results with the state-of-the-art performance against other recent face detection methods. © 2016 IEEE.",
"Lazarus M.Z., Gupta S.","A low rank model based improved eye detection under spectacles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010382951&doi=10.1109%2fUEMCON.2016.7777820&partnerID=40&md5=5933dc387baae7e7d75438c8325b6f93","Eye detection is a primary step in many applications such as face recognition, iris recognition, driver fatigue detection, gaze tracking etc. Occlusion by spectacles, glare and secondary image formations deteriorate its performance. In this paper, we formulate the glare/reflection removal as a classification problem and employ Low rank decomposition technique to overcome these challenges. We provide an in-depth analysis by comparing various low rank decomposition formulations and propose a simple preprocessing step to improve the detection accuracy. Experimentation on CASIA NIR-VIS 2.0 facial database validates the proposed preprocessing method. © 2016 IEEE.","Eye detection; Glare removal; Low rank model; Spectacle reflection"
"Karahan Ş., Yildirim M.K., Kirtaç K., Rende F.Ş., Bütün G., Ekenel H.K.","How image degradations affect deep CNN-based Face recognition?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997427301&doi=10.1109%2fBIOSIG.2016.7736924&partnerID=40&md5=13e6a5faaa4ce0092f1b4815bbd2c0af","Face recognition approaches that are based on deep convolutional neural networks (CNN) have been dominating the field. The performance improvements they have provided in the so called in-the-wild datasets are significant, however, their performance under image quality degradations have not been assessed, yet. This is particularly important, since in realworld face recognition applications, images may contain various kinds of degradations due to motion blur, noise, compression artifacts, color distortions, and occlusion. In this work, we have addressed this problem and analyzed the influence of these image degradations on the performance of deep CNN-based face recognition approaches using the standard LFW closed-set identification protocol. We have evaluated three popular deep CNN models, namely, the AlexNet, VGG-Face, and GoogLeNet. Results have indicated that blur, noise, and occlusion cause a significant decrease in performance, while deep CNN models are found to be robust to distortions, such as color distortions and change in color balance. © 2016 Gesellschaft für Informatik e.V., Bonn, Germany.",
"Alonso-Fernandez F., Bigun J.","A survey on periocular biometrics research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950261580&doi=10.1016%2fj.patrec.2015.08.026&partnerID=40&md5=28476fbbf7c5d4b6d0e159d028fe0ac7","Periocular refers to the facial region in the vicinity of the eye, including eyelids, lashes and eyebrows. While face and irises have been extensively studied, the periocular region has emerged as a promising trait for unconstrained biometrics, following demands for increased robustness of face or iris systems. With a surprisingly high discrimination ability, this region can be easily obtained with existing setups for face and iris, and the requirement of user cooperation can be relaxed, thus facilitating the interaction with biometric systems. It is also available over a wide range of distances even when the iris texture cannot be reliably obtained (low resolution) or under partial face occlusion (close distances). Here, we review the state of the art in periocular biometrics research. A number of aspects are described, including: (i) existing databases, (ii) algorithms for periocular detection and/or segmentation, (iii) features employed for recognition, (iv) identification of the most discriminative regions of the periocular area, (v) comparison with iris and face modalities, (vi) soft-biometrics (gender/ethnicity classification), and (vii) impact of gender transformation and plastic surgery on the recognition accuracy. This work is expected to provide an insight of the most relevant issues in periocular biometrics, giving a comprehensive coverage of the existing literature and current state of the art. © 2015 Elsevier B.V.","Biometrics; Eye; Face; Iris; Periocular"
"Rikhtegar A., Pooyan M., Manzuri-Shalmani M.T.","Genetic algorithm-optimised structure of convolutional neural network for face recognition applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984699027&doi=10.1049%2fiet-cvi.2015.0037&partnerID=40&md5=09653416764872bd4ef9e4654ce273e5","Proposing a proper method for face recognition is still a challenging subject in biometric and computer vision applications. Although some reliable systems were introduced under relatively controlled conditions, their recognition rate is not satisfactory in the general settings. This is especially true when there are variations in pose, illumination, and facial expression. To alleviate these problems, a hybrid face recognition system is proposed which benefits from the superiority of both convolutional neural network (CNN) and support vector machine (SVM). To this end, first a genetic algorithm is employed to find the optimum structure of CNN. Then, the performance of the system is improved by replacing the last layer of CNN with an ensemble of SVMs. Finally, using concepts of error correction, decision is made. The potential of CNN as a trainable feature extractor provides a flexible recognition system that can recognise faces with variations in pose and illumination. Simulation results show that the system achieves good recognition rate and is robust against variations in terms of facial expressions, occlusion, noise, and illuminations. © The Institution of Engineering and Technology.",
"Sanchez del Rio J., Moctezuma D., Conde C., Martin de Diego I., Cabello E.","Automated border control e-gates and facial recognition systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978477264&doi=10.1016%2fj.cose.2016.07.001&partnerID=40&md5=923aef0b2a5c87323cf36a3fd7dbe0df","A fast automated biometric solution has been proposed to satisfy the future border control needs of airports resulting from the rapid growth in the number of passengers worldwide. Automated border control (ABC) systems handle the problems caused by this growth, such as congestion at electronic gates (e-gates) or delays in the planned arrival schedules. Different modalities, such as face, fingerprint, or iris recognition, will be used in most of the ABC systems located at airports in the European/Schengen areas. Because facial recognition is the modality that travelers consider most acceptable, it was decided to include this modality in all second generation passports. Face recognition systems, installed in small kiosks inside the e-gates, require high quality facial images to allow high performance and efficiency. Accurate face recognition algorithms, which should be invariant to non-idealities, such as changes in pose and expression, occlusions, and changes in lighting, are also required for these systems. In this paper, a review of the most important face recognition algorithms described in the literature that are invariant to these non-idealities and that can be used in ABC e-gates is presented. A comparative analysis of the most common ABC e-gates located at the different airports is provided. In addition, the results of an experimental evaluation of a face recognition system when halogen, white LEDs, near infra-red, or fluorescence illumination was used, which was conducted in order to determine which type of illumination is optimal for use in ABC e-gates, are presented. To conclude, improvements that could be implemented in the near future in ABC face recognition systems are described. © 2016 The Authors","Automated; Borders; E-gates; Face; Harmonization; Invariant; Passports; Performance; Quality; Recognition"
"Guermoui M., Melaab D., Mekhalfi M.L.","Sparse coding joint decision rule for ear print recognition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989154446&doi=10.1117%2f1.OE.55.9.093105&partnerID=40&md5=5bcde4cdb470a5889b3d1875c8a1508f","Human ear recognition has been promoted as a profitable biometric over the past few years. With respect to other modalities, such as the face and iris, that have undergone a significant investigation in the literature, ear pattern is relatively still uncommon. We put forth a sparse coding-induced decision-making for ear recognition. It jointly involves the reconstruction residuals and the respective reconstruction coefficients pertaining to the input features (co-occurrence of adjacent local binary patterns) for a further fusion. We particularly show that combining both components (i.e., the residuals as well as the coefficients) yields better outcomes than the case when either of them is deemed singly. The proposed method has been evaluated on two benchmark datasets, namely IITD1 (125 subject) and IITD2 (221 subjects). The recognition rates of the suggested scheme amount for 99.5% and 98.95% for both datasets, respectively, which suggest that our method decently stands out against reference state-of-the-art methodologies. Furthermore, experiments conclude that the presented scheme manifests a promising robustness under large-scale occlusion scenarios. © 2016 Society of Photo-Optical Instrumentation Engineers (SPIE).","ear imaging; feature fusion; physiological biometrics; signal reconstruction; sparse coding"
"Zhang J., Huang D., Wang Y., Sun J.","Lock3DFace: A large-scale database of low-cost Kinect 3D faces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988432113&doi=10.1109%2fICB.2016.7550062&partnerID=40&md5=b25394bb9ffda22d92409c2cd0a74cfa","In this paper, we present a large-scale database consisting of low cost Kinect 3D face videos, namely Lock3DFace, for 3D face analysis, particularly for 3D Face Recognition (FR). To the best of our knowledge, Lock3DFace is currently the largest low cost 3D face database for public academic use. The 3D samples are highly noisy and contain a diversity of variations in expression, pose, occlusion, time lapse, and their corresponding texture and near infrared channels have changes in lighting condition and radiation intensity, allowing for evaluating FR methods in complex situations. Furthermore, based on Lock3DFace, we design the standard experimental protocol for low-cost 3D FR, and give the baseline performance of individual subsets belonging to different scenarios for fair comparison in the future. © 2016 IEEE.",
"Majeed R., Beiji Z., Hatem H.","Face detection based on wavelet transform and cuckoo algorithm","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991270714&doi=10.1166%2fjctn.2016.5329&partnerID=40&md5=ea71928842c191986536908d353a0815","Over the last 3 decades face detection have pushed the envelope of face recognition techniques. The actual advantages of face based identification over other biometrics are uniqueness and acceptance. Face recognition is a difficult problem because of the generally similar shape of faces combined with the numerous variations between images of the same face. The task of a face recognition system is to recognize a face in a manner that is as independent as possible of these image variations. In this paper, we have proposed a new combination of Discrete Cosine Transform (DCT), Discrete Wavelet Transform (DWT) and Cuckoo Search Algorithm (CS) for human face detection. We applied automatic wavelet base selection approach to decompose the image and obtain the wavelet coefficients, a filter employed to adjust these coefficients, the inverse DWT reconstruct the image. DCT extract features of a face image, Then CS algorithm use for feature selection. Finally, we proposed head-pose estimation using coordinates of both eyes and a mouth with the origin of a nose. Experimental results indicated that the computational cost of our approach is low and our method has superior detection performance, in particular regarding factors that affect the appearance of faces, such as variation in illumination, poses, facial expressions, occlusion, makeup, beards, mustaches, and glasses. In addition to these factors, the face images may be large or small and the details of face parts may be clearly visible or not. We also give a general presentation of the possible application areas and the problems associated with face detection. © 2016 American Scientific Publishers All rights reserved.","Cuckoo Search Algorithm (CS); Discrete Cosine Transform (DCT); Discrete Wavelet Transform (DWT); Face Recognition (FR); Facial Feature"
