Authors,Title,Year,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords
"Chan B.","How to computationally calculate thermochemical properties objectively, accurately, and as economically as possible",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020505497&doi=10.1515%2fpac-2016-1116&partnerID=40&md5=4e58e1763594f380c7d7fe879ef50d51","Graduate School of Engineering, Nagasaki University, Bunkyo 1-14, Nagasaki, Japan","Chan, B., Graduate School of Engineering, Nagasaki University, Bunkyo 1-14, Nagasaki, Japan","We have developed the WnX series of quantum chemistry composite protocols for the computation of highly-accurate thermochemical quantities with advanced efficiency and applicability. The W1X-type methods have a general accuracy of ~3-4 kJ mol-1 and they can currently be applied to systems with ~20-30 atoms. Higher-level methods include W2X, W3X and W3X-L, with the most accurate of these being W3X-L. It can be applied to molecules with ~10-20 atoms and is generally accurate to ~1.5 kJ mol-1. The WnX procedures have opened up new possibilities for computational chemists in pursue of accurate thermochemical values in a highly-productive manner. © 2017 IUPAC & De Gruyter.","Chemical physics; Composite procedure; Computational chemistry; ICPOC-23; Quantum chemistry; Thermochemistry","Quantum chemistry; Thermochemistry; Chemical physics; Computational chemists; Highly accurate; ICPOC-23; Level method; Thermochemical properties; Thermochemical values; Type methods; Computational chemistry"
"Prejanò M., Marino T., Russo N.","How Can Methanol Dehydrogenase from Methylacidiphilum fumariolicum Work with the Alien CeIII Ion in the Active Center? A Theoretical Study",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020182571&doi=10.1002%2fchem.201700381&partnerID=40&md5=f59adef3da555ded8200fae03221b675","Dipartimento di Chimica e Tecnologie Chimiche, Università della Calabria, Arcavacata di Rende (CS), Italy","Prejanò, M., Dipartimento di Chimica e Tecnologie Chimiche, Università della Calabria, Arcavacata di Rende (CS), Italy; Marino, T., Dipartimento di Chimica e Tecnologie Chimiche, Università della Calabria, Arcavacata di Rende (CS), Italy; Russo, N., Dipartimento di Chimica e Tecnologie Chimiche, Università della Calabria, Arcavacata di Rende (CS), Italy","Lanthanides are an example of nonbiogenic metal species and have been widely used in crystallographic and spectroscopic studies to probe Mg2+/Ca2+ binding sites in metalloproteins by replacing the native cofactor. Recently, a methanol dehydrogenase (MDH) enzyme containing cerium ion in the active site has been isolated from Methylacidiphilum fumariolicum bacterium. With the aim to highlight as metal ion substitution can be reflected in catalytic mechanism, a comparative DFT study between Ca- and Ce-MDH has been undertaken. The obtained potential energy surfaces (PES), for two considered reaction mechanisms (named A and B), indicate mechanism A (addition-elimination and protonation processes) as the favored for both the enzymes and show as the barrier for the rate-determining step of Ce-MDH requires 19.4 kcal mol−1. © 2017 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","catalytic mechanism; cerium; density functional calculation; methanol dehydrogenase; potential energy surface","Binding sites; Catalysis; Density functional theory; Enzymes; Metal ions; Metals; Methanol; Molecular physics; Potential energy; Potential energy surfaces; Proteins; Quantum chemistry; Rate constants; Spectroscopic analysis; Addition-elimination; Catalytic mechanisms; Metal ion substitution; Methanol dehydrogenase; Rate determining step; Reaction mechanism; Spectroscopic studies; Theoretical study; Cerium"
"Medeiros P.V.C., Marks S., Wynn J.M., Vasylenko A., Ramasse Q.M., Quigley D., Sloan J., Morris A.J.","Single-Atom Scale Structural Selectivity in Te Nanowires Encapsulated Inside Ultranarrow, Single-Walled Carbon Nanotubes",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021449676&doi=10.1021%2facsnano.7b02225&partnerID=40&md5=c2a476cffb0a5318eb55f63d43f57529","Theory of Condensed Matter Group, Cavendish Laboratory, University of Cambridge, J. J. Thomson Avenue, Cambridge, United Kingdom; Department of Physics, University of Warwick, Coventry, United Kingdom; Centre for Scientific Computing, University of Warwick, Coventry, United Kingdom; Institute for Condensed Matter Physics, National Academy of Science of Ukraine (NAS Ukraine), 1 Sventsitskii street, Lviv, Ukraine; SuperSTEM Laboratory, SciTech Daresbury Campus, Keckwick Lane, Daresbury, United Kingdom","Medeiros, P.V.C., Theory of Condensed Matter Group, Cavendish Laboratory, University of Cambridge, J. J. Thomson Avenue, Cambridge, United Kingdom; Marks, S., Department of Physics, University of Warwick, Coventry, United Kingdom; Wynn, J.M., Theory of Condensed Matter Group, Cavendish Laboratory, University of Cambridge, J. J. Thomson Avenue, Cambridge, United Kingdom; Vasylenko, A., Department of Physics, University of Warwick, Coventry, United Kingdom, Institute for Condensed Matter Physics, National Academy of Science of Ukraine (NAS Ukraine), 1 Sventsitskii street, Lviv, Ukraine; Ramasse, Q.M., SuperSTEM Laboratory, SciTech Daresbury Campus, Keckwick Lane, Daresbury, United Kingdom; Quigley, D., Department of Physics, University of Warwick, Coventry, United Kingdom, Centre for Scientific Computing, University of Warwick, Coventry, United Kingdom; Sloan, J., Department of Physics, University of Warwick, Coventry, United Kingdom; Morris, A.J., Theory of Condensed Matter Group, Cavendish Laboratory, University of Cambridge, J. J. Thomson Avenue, Cambridge, United Kingdom, Department of Physics, University of Warwick, Coventry, United Kingdom","Extreme nanowires (ENs) represent the ultimate class of crystals: They are the smallest possible periodic materials. With atom-wide motifs repeated in one dimension (1D), they offer a privileged perspective into the physics and chemistry of low-dimensional systems. Single-walled carbon nanotubes (SWCNTs) provide ideal environments for the creation of such materials. Here we present a comprehensive study of Te ENs encapsulated inside ultranarrow SWCNTs with diameters between 0.7 nm and 1.1 nm. We combine state-of-the-art imaging techniques and 1D-adapted ab initio structure prediction to treat both confinement and periodicity effects. The studied Te ENs adopt a variety of structures, exhibiting a true 1D realization of a Peierls structural distortion and transition from metallic to insulating behavior as a function of encapsulating diameter. We analyze the mechanical stability of the encapsulated ENs and show that nanoconfinement is not only a useful means to produce ENs but also may actually be necessary, in some cases, to prevent them from disintegrating. The ability to control functional properties of these ENs with confinement has numerous applications in future device technologies, and we anticipate that our study will set the basic paradigm to be adopted in the characterization and understanding of such systems. © 2017 American Chemical Society.","1D-AIRSS; carbon nanotubes; encapsulation; extreme nanowires; implicit nanotubes; mismatch; nanoconfinement","Carbon; Carbon nanotubes; Characterization; Crystal atomic structure; Encapsulation; Imaging techniques; Mechanical stability; Nanotubes; Nanowires; Yarn; 1D-AIRSS; Ab initio structure predictions; Low-dimensional systems; mismatch; Nanoconfinements; Single-walled carbon nanotube (SWCNTs); Structural distortions; Structural selectivity; Single-walled carbon nanotubes (SWCN)"
"Torbensen K., Ristori S., Rossi F., Abou-Hassan A.","Tuning the Chemical Communication of Oscillating Microdroplets by Means of Membrane Composition",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021684583&doi=10.1021%2facs.jpcc.7b04615&partnerID=40&md5=1402e0ba132fa0d0eebea04b1a4abba7","Sorbonne Universités, UPMC Univ Paris 06, UMR 8234, Laboratoire Physico-chimie des Electrolytes, Nanosystèmes InterfaciauX (PHENIX), 4 Place Jussieu-Case 51 Cedex 05, Paris, France; Department of Chemistry and CSGI, University of Florence, Via della Lastruccia 3, Sesto Fiorentino, Firenze, Italy; Department of Chemistry and Biology, University of Salerno, Via Giovanni Paolo II 132, Fisciano (SA), Italy","Torbensen, K., Sorbonne Universités, UPMC Univ Paris 06, UMR 8234, Laboratoire Physico-chimie des Electrolytes, Nanosystèmes InterfaciauX (PHENIX), 4 Place Jussieu-Case 51 Cedex 05, Paris, France; Ristori, S., Department of Chemistry and CSGI, University of Florence, Via della Lastruccia 3, Sesto Fiorentino, Firenze, Italy; Rossi, F., Department of Chemistry and Biology, University of Salerno, Via Giovanni Paolo II 132, Fisciano (SA), Italy; Abou-Hassan, A., Sorbonne Universités, UPMC Univ Paris 06, UMR 8234, Laboratoire Physico-chimie des Electrolytes, Nanosystèmes InterfaciauX (PHENIX), 4 Place Jussieu-Case 51 Cedex 05, Paris, France","Synchronization of dynamic elements via chemical communication is a widespread phenomenon in nature and, hence, in many scientific fields, such as in biology, physics and chemistry, where systems capable of giving and receiving information are commonly found. In these systems, coupling and synchronization between elements is achieved by messenger molecules diffusing from one element to others that trigger and spread a chemical reaction. In nature, an important example of chemical communication and synchronicity can be found in cell populations, where the plasma membrane governs the trafficking of ions or molecules (among other mechanisms) into and out of the cells, thus dictating their collective dynamic. Herein, in a biomimetic approach, we used a microfluidic system to confine a ""chemical information generator"", consisting of the far-from-equilibrium Belousov-Zhabotinsky (BZ) reaction, in the aqueous core of monodisperse simple emulsion microdroplets. These microdroplets were surrounded by an oil phase containing the phospholipid 1,2-dimyristoyl-sn-glycero-3-phosphocholine, doped with other amphiphilic molecules. Stabilized by the lipids layer contained in the oil phase, the drops could be brought in closest contact to be arranged in a 1D array, using a microfluidic device. The as-formed lipid membrane, at the contact surface, provided a diffusion path between the drops for the chemical species governing the dynamical behavior of the BZ oscillating reaction. We showed that the coupling mediated by the membranes had mostly an inhibitory character and that the communication could be controlled by the insertion of sodium tetradecyl sulfate and cholesterol as membrane dopants. Numerical simulations suggested that the hydrophobic properties and the lipid packing at the interface were of paramount importance for the transmembrane crossing of the pertinent chemical species. © 2017 American Chemical Society.",,"Biomimetics; Cell culture; Cell membranes; Cell proliferation; Cytology; Doping (additives); Drops; Dynamics; Emulsification; Fluidic devices; Lipids; Microfluidics; Molecules; Phospholipids; Sodium sulfate; Amphiphilic molecules; Belousov-Zhabotinsky reactions; Biomimetic approaches; Chemical communications; Hydrophobic properties; Micro-fluidic devices; Oscillating reactions; Sodium tetradecyl sulfates; Membranes"
"Church M.S., Antipov S.V., Ananth N.","Validating and implementing modified Filinov phase filtration in semiclassical dynamics",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021122510&doi=10.1063%2f1.4986645&partnerID=40&md5=d1135e353c8351821e3a31152339bb28","Department of Chemistry and Chemical Biology, Cornell University, Ithaca, NY, United States; Laboratory of Theoretical Physical Chemistry, Institut des Sciences et Ingénierie Chimiques, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland","Church, M.S., Department of Chemistry and Chemical Biology, Cornell University, Ithaca, NY, United States; Antipov, S.V., Laboratory of Theoretical Physical Chemistry, Institut des Sciences et Ingénierie Chimiques, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; Ananth, N., Department of Chemistry and Chemical Biology, Cornell University, Ithaca, NY, United States","The Mixed Quantum-Classical Initial Value Representation (MQC-IVR) is a recently introduced approximate semiclassical (SC) method for the calculation of real-time quantum correlation functions. MQC-IVR employs a modified Filinov filtration (MFF) scheme to control the overall phase of the SC integrand, extending the applicability of SC methods to complex systems while retaining their ability to accurately describe quantum coherence effects. Here, we address questions regarding the effectiveness of the MFF scheme in combination with SC dynamics. Previous work showed that this filtering scheme is of limited utility in the context of semiclassical wavepacket propagation, but we find that the MFF is extraordinarily powerful in the context of correlation functions. By examining trajectory phase and amplitude contributions to the real-time SC correlation function in a model system, we clearly demonstrate that the MFF serves to reduce noise by damping amplitude only in regions of highly oscillatory phase leading to a reduction in computational effort while retaining accuracy. Further, we introduce a novel and efficient MQC-IVR formulation that allows for linear scaling in computational cost with the total simulation length, a significant improvement over the more-than quadratic scaling exhibited by the original method. © 2017 Author(s).",,"Physical chemistry; Physics; Computational costs; Computational effort; Correlation function; Filtering schemes; Initial value representation; Quantum coherence effects; Semiclassical dynamics; Wave packet propagation; Quantum theory"
"List N.H., Norman P., Kongsted J., Jensen H.Jø.A.","A quantum-mechanical perspective on linear response theory within polarizable embedding",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020522984&doi=10.1063%2f1.4985565&partnerID=40&md5=f10be9cb803a568ba5f697c918bbc848","Division of Theoretical Chemistry and Biology, School of Biotechnology, KTH Royal Institute of Technology, Roslagstullsbacken 15, Stockholm, Sweden; Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, Odense M, Denmark","List, N.H., Division of Theoretical Chemistry and Biology, School of Biotechnology, KTH Royal Institute of Technology, Roslagstullsbacken 15, Stockholm, Sweden; Norman, P., Division of Theoretical Chemistry and Biology, School of Biotechnology, KTH Royal Institute of Technology, Roslagstullsbacken 15, Stockholm, Sweden; Kongsted, J., Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, Odense M, Denmark; Jensen, H.Jø.A., Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, Odense M, Denmark","We present a derivation of linear response theory within polarizable embedding starting from a rigorous quantum-mechanical treatment of a composite system. To this aim, two different subsystem decompositions (symmetric and nonsymmetric) of the linear response function are introduced and the pole structures as well as residues of the individual terms are discussed. In addition to providing a thorough justification for the descriptions used in polarizable embedding models, this theoretical analysis clarifies which form of the response function to use and highlights complications in separating out subsystem contributions to molecular properties. The basic features of the presented expressions and various approximate forms are illustrated by their application to a composite model system. © 2017 Author(s).",,"Physical chemistry; Physics; Composite modeling; Linear response functions; Linear-response theory; Molecular properties; Pole structures; Quantum mechanical; Quantum-mechanical treatments; Response functions; Quantum theory"
"Hagmann J.A., Le S.T., Schneemeyer L.F., Stroscio J.A., Besara T., Sun J., Singh D.J., Siegrist T., Seiler D.G., Richter C.A.","Interacting nanoscale magnetic superatom cluster arrays in molybdenum oxide bronzes",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021817699&doi=10.1039%2fc7nr01087g&partnerID=40&md5=55326c3bc682f4e207293f909326707a","Engineering Physics Division, National Institute of Standards and Technology, Gaithersburg, MD, United States; Theiss Research, San Diego, CA, United States; Department of Chemistry, Montclair State University, Montclair, NJ, United States; Center for Nanoscale Science and Technology, National Institute of Standards and Technology, Gaithersburg, MD, United States; National High Magnetic Field Laboratory, Tallahassee, FL, United States; Department of Physics and Astronomy, University of Missouri, Columbia, MO, United States; Department of Chemical and Biomedical Engineering, FAMU-FSU College of Engineering, Tallahassee, FL, United States","Hagmann, J.A., Engineering Physics Division, National Institute of Standards and Technology, Gaithersburg, MD, United States; Le, S.T., Engineering Physics Division, National Institute of Standards and Technology, Gaithersburg, MD, United States, Theiss Research, San Diego, CA, United States; Schneemeyer, L.F., Department of Chemistry, Montclair State University, Montclair, NJ, United States; Stroscio, J.A., Center for Nanoscale Science and Technology, National Institute of Standards and Technology, Gaithersburg, MD, United States; Besara, T., National High Magnetic Field Laboratory, Tallahassee, FL, United States; Sun, J., Department of Physics and Astronomy, University of Missouri, Columbia, MO, United States; Singh, D.J., Department of Physics and Astronomy, University of Missouri, Columbia, MO, United States; Siegrist, T., National High Magnetic Field Laboratory, Tallahassee, FL, United States, Department of Chemical and Biomedical Engineering, FAMU-FSU College of Engineering, Tallahassee, FL, United States; Seiler, D.G., Engineering Physics Division, National Institute of Standards and Technology, Gaithersburg, MD, United States; Richter, C.A., Engineering Physics Division, National Institute of Standards and Technology, Gaithersburg, MD, United States","In this study, we examine several reduced ternary molybdates in the family of yellow rare earth molybdenum bronzes produced by electrochemical synthesis with composition LnMo16O44. These compounds contain an array of electrically isolated but magnetically interacting multi-atom clusters with composition Mo8O36. These arrayed superatom clusters support a single hole shared among the eight molybdenum atoms in the unit, corresponding to a net spin moment of 1μB, and exhibit magnetic exchange between the units via the MoO4 tetrahedra (containing Mo6+ ions) and the LnO8 cubes (containing Ln3+ ions). The findings presented here expand on the physics of the unusual collective properties of multi-atom clusters and extend the discussion of such assemblages to the rich structural chemistry of molybdenum bronzes. © 2017 The Royal Society of Chemistry.",,"Atoms; Bronze; Molybdenum; Molybdenum compounds; Nanomagnetics; Atom clusters; Collective properties; Electrochemical synthesis; Magnetic exchange; Molybdenum bronzes; Single hole; Spin moments; Structural chemistry; Molybdenum oxide"
"Lavis L.D.","Teaching old dyes new tricks: Biological probes built from fluoresceins and rhodamines",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021658080&doi=10.1146%2fannurev-biochem-061516-044839&partnerID=40&md5=bfbfde12488f08c91943c3e8875f14ab","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA, United States","Lavis, L.D., Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA, United States","Small-molecule fluorophores, such as fluorescein and rhodamine derivatives, are critical tools in modern biochemical and biological research. The field of chemical dyes is old; colored molecules were first discovered in the 1800s, and the fluorescein and rhodamine scaffolds have been known for over a century. Nevertheless, there has been a renaissance in using these dyes to create tools for biochemistry and biology. The application of modern chemistry, biochemistry, molecular genetics, and optical physics to these old structures enables and drives the development of novel, sophisticated fluorescent dyes. This critical review focuses on an important example of chemical biology-the melding of old and new chemical knowledge-leading to useful molecules for advanced biochemical and biological experiments. © 2017 by Annual Reviews.","Chemistry; Fluorescein; Fluorophore; Microscopy; Rhodamine","fluorescein derivative; fluorescent dye; rhodamine; fluorescein derivative; molecular probe; photoaffinity labeling; rhodamine; biochemistry; cell viability; enzyme kinetics; enzyme substrate; fluorescence in situ hybridization; high throughput screening; priority journal; Review; animal; bacterium; fluorescence microscopy; history; human; metabolism; molecular probe; photoaffinity labeling; synthesis; Animals; Bacteria; Chemistry Techniques, Synthetic; Fluoresceins; Fluorescent Dyes; History, 19th Century; History, 20th Century; History, 21st Century; Humans; Microscopy, Fluorescence; Molecular Probes; Photoaffinity Labels; Rhodamines"
"Angel R.J., Alvaro M., Nestola F.","40 years of mineral elasticity: a critical review and a new parameterisation of equations of state for mantle olivines and diamond inclusions",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021056873&doi=10.1007%2fs00269-017-0900-7&partnerID=40&md5=254e5fb78985ad39469493168ed44396","Department of Geosciences, University of Padua, Via Gradenigo 6, Padua, Italy; Department of Earth and Environmental Sciences, University of Pavia, Via A. Ferrata, 1, Pavia, Italy","Angel, R.J., Department of Geosciences, University of Padua, Via Gradenigo 6, Padua, Italy; Alvaro, M., Department of Earth and Environmental Sciences, University of Pavia, Via A. Ferrata, 1, Pavia, Italy; Nestola, F., Department of Geosciences, University of Padua, Via Gradenigo 6, Padua, Italy","Elasticity is a key property of materials, not only for predicting volumes and densities of minerals at the pressures and temperatures in the interior of the Earth, but also because it is a major factor in the energetics of structural phase transitions, surface energies, and defects within minerals. Over the 40 years of publication of Physics and Chemistry of Minerals, great progress has been made in the accuracy and precision of the measurements of both volumes and elastic tensors of minerals and in the pressures and temperatures at which the measurements are made. As an illustration of the state of the art, all available single-crystal data that constrain the elastic properties and pressure–volume–temperature equation of state (EoS) of mantle-composition olivine are reviewed. Single-crystal elasticity measurements clearly distinguish the Reuss and Voigt bulk moduli of olivine at all conditions. The consistency of volume and bulk modulus data is tested by fitting them simultaneously. Data collected at ambient pressure and data collected at ambient temperature up to 15 GPa are consistent with a Mie–Grünesien–Debye thermal-pressure EoS in combination with a third-order Birch–Murnaghan (BM) compressional EoS, the parameter V0 = 43.89 cm3 mol−1, isothermal Reuss bulk modulus (Formula presented.), (Formula presented.), a Debye temperature (Formula presented.), and a Grüneisen parameter γ0 = 1.044(4), whose volume dependence is described by q = 1.9(2). High-pressure softening of the bulk modulus at room temperature, relative to this EoS, can be fit with a fourth-order BM EoS. However, recent high-P, T Brillouin measurements are incompatible with these EoS and the intrinsic physics implied by it, especially that (Formula presented.). We introduce a new parameterisation for isothermal-type EoS that scales both the Reuss isothermal bulk modulus and its pressure derivative at temperature by the volume, (Formula presented.) and (Formula presented.), to ensure thermodynamic correctness at low temperatures. This allows the elastic softening implied by the high-P, T Brillouin data for mantle olivine to be fit simultaneously and consistently with the same bulk moduli and pressure derivatives (at room temperature) as the MGD EoS, and with the additional parameters of αV0 = 2.666(9) × 10−5 K−1, (Formula presented.), (Formula presented.) = 5.77(8), and (Formula presented.) = −3.5(1.1). The effects of the differences between the two EoS on the calculated density, volume, and elastic properties of olivine at mantle conditions and on the calculation of entrapment conditions of olivine inclusions in diamonds are discussed, and approaches to resolve the current uncertainties are proposed. © 2017 Springer-Verlag Berlin Heidelberg","Diamond; Elasticity; Equations of state; Olivine","Diamond deposits; Diamonds; Elastic moduli; Elasticity; Isotherms; Minerals; Olivine; Phase transitions; Silicate minerals; Single crystals; Surface defects; Temperature; Accuracy and precision; Brillouin measurements; Elasticity measurement; Inclusions in diamond; Isothermal bulk modulus; Pressure derivatives; Single crystal data; Structural phase transition; Equations of state"
"Müller P., Rößler J., Schwarz-Finsterle J., Pedersen E.B., Géci I., Schmitt E., Hausmann M.","Corrigendum to “PNA-COMBO-FISH: From combinatorial probe design in silico to vitality compatible, specific labelling of gene targets in cell nuclei” [Exp. Cell Res. 345 (2016) 51–59] (S0014482716301045) (10.1016/j.yexcr.2016.05.001))",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017369824&doi=10.1016%2fj.yexcr.2017.03.064&partnerID=40&md5=2ce814d01103eb8588ebbf9b7659d9a3","University of Heidelberg, Kirchhoff Institute for Physics, Im Neuenheimer Feld 227, Heidelberg, Germany; University of Göttingen, Institute for Numerical and Applied Mathematics, Lotzestraße 16-18, Göttingen, Germany; Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, Odense, Denmark","Müller, P., University of Heidelberg, Kirchhoff Institute for Physics, Im Neuenheimer Feld 227, Heidelberg, Germany; Rößler, J., University of Heidelberg, Kirchhoff Institute for Physics, Im Neuenheimer Feld 227, Heidelberg, Germany; Schwarz-Finsterle, J., University of Heidelberg, Kirchhoff Institute for Physics, Im Neuenheimer Feld 227, Heidelberg, Germany; Pedersen, E.B., Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, Odense, Denmark; Géci, I., Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, Odense, Denmark; Schmitt, E., University of Heidelberg, Kirchhoff Institute for Physics, Im Neuenheimer Feld 227, Heidelberg, Germany, University of Göttingen, Institute for Numerical and Applied Mathematics, Lotzestraße 16-18, Göttingen, Germany; Hausmann, M., University of Heidelberg, Kirchhoff Institute for Physics, Im Neuenheimer Feld 227, Heidelberg, Germany","The authors regret an error in the mentioned publication which has an instant in several positions in the paper. Unfortunately, during preparation of the manuscript, the TINA probes were attributed to be of PNA type while they were configurated correctly in experiment as DNA probes, causing in detail the corrigenda in the paper listed below. The content of the paper as such remains valid, but a new last sentence is added to the conclusion section and the author list is enriched. The authors would like to apologise for any inconvenience caused. Corrigenda: In “Abstract”, Sentences 3 and 4: “Thus, being independent from primer libraries or PCR laboratory conditions, the probe sequences extracted by computer sequence data base search can also be synthesized as single stranded PNA-probes (Peptide Nucleic Acid probes) or TINA-DNA (Twisted Intercalating Nucleic Acids). Gene targets can be specifically labelled with at least about 20 probes obtaining visibly background free specimens.” Instead of: “Thus, being independent from primer libraries or PCR laboratory conditions, the probe sequences extracted by computer sequence data base search can also be synthesized as single stranded PNA-probes (Peptide Nucleic Acid probes). Gene targets can be specifically labelled with at least about 20 PNA-probes obtaining visibly background free specimens.” In: “1 Introduction”, last paragraph: “Here, we introduce PNA-COMBO-FISH (Peptide Nucleic Acid COMBinatorial Oligo-nucleotide FISH) (39) and TINA-DNA-COMBO-FISH for specific gene targets to improve the signal to noise ratio and to overcome the problem of degradation and finally denaturation.” Instead of: “Here, we introduce PNA-COMBO-FISH (Peptide Nucleic Acid COMBinatorial Oligo-nucleotide FISH) (39) for specific gene targets to improve the signal to noise ratio and to overcome the problem of degradation and finally denaturation.” In: “2.2 Modified backbones and bases”, paragraph 2: Sentence 1: “The sequence of DNA can be modulated by bulge insertions of (R)-1-O-[4-(1-pyrenylethynyl)phenylmethyl]glycerol into the middle of homopyrimidine oligodeoxynucleotides, thus forming twisted intercalating nucleic acids (TINA) (45).” Sentence 3: “In our experiments, we used the oligonucleotides in Table 2 with three inserted bulges as indicated in the sequence.” Omit last sentence: “TINA sequences are commercially available (see for instance: http://www.anapabiotech.com).” Instead of, respectively: “The sequence of DNA as well as PNA can be modulated by bulge insertions of (R)-1-O-[4-(1-pyrenylethynyl)phenylmethyl]glycerol into the middle of homopyrimidine oligodeoxynucleotides, thus forming twisted intercalating nucleic acids (TINA) (45).” “In our experiments, we used the PNA oligonucleotides in Table 2 with three inserted bulges as indicated in the sequence.” In: “2.3 Protocols for COMBO-FISH experiments”, A), paragraph 5: Sentence 1: “A sample of 2 µl of the pooled probe (total: 200 ng of PNA / TINA) was added to 20 µl hybridization buffer (0.6 M MgCl2, 3 M NaCl, 0.5 M sodium acetate, pH 7.0).” Instead of: “A sample of 2 µl of the pooled PNA probe (total: 200 ng of PNA) was added to 20 µl hybridization buffer (0.6 M MgCl2, 3 M NaCl, 0.5 M sodium acetate, pH 7.0).” In: “2.3 Protocols for COMBO-FISH experiments”, B), paragraph 3: Note: In the COMBO-FISH experiments with the TINA molecules the denaturation step was skipped and slides were directly hybridised, as TINA side chains intercalate into the double strand. Instead of: Note: In the PNA-COMBO-FISH experiments with the TINA molecules the denaturation step was skipped and slides were directly hybridised, as TINA side chains intercalate into the double strand. In “4 Conclusion”, add last sentence: It seems therefore to be an intriguing challenge, to combine PNA backbones with intercalating side chains to further stabilize hybridizing and reduce the number of necessary probes. In: Legend to Figure 1: Omit “PNA” everywhere. In Author list: As the TINA probes were confectured from scratch for the respective experiments, we would like to introduce two further authors, Erik B. Pedersen and Imrich Géci: Patrick Müller a, Jens Rößler a, Jutta Schwarz-Finsterle a, Erik B. Pedersen c, Imrich Géci c, Eberhard Schmitt a,b,*, Michael Hausmanna,** c Department of Physics, Chemistry and Pharmacy, University of Southern Denmark, Campusvej 55, 5230 Odense M, Denmark © 2017",,"Erratum; error"
"Casida J.E.","Pesticide Interactions: Mechanisms, Benefits, and Risks",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020762989&doi=10.1021%2facs.jafc.7b01813&partnerID=40&md5=2561f217beda77ace104ea2aa1e7dc2f","Environmental Chemistry and Toxicology Laboratory, Department of Environmental Science, Policy, and Management, University of California, Berkeley, CA, United States","Casida, J.E., Environmental Chemistry and Toxicology Laboratory, Department of Environmental Science, Policy, and Management, University of California, Berkeley, CA, United States","Interactions between pesticides at common molecular targets and detoxification systems often determine their effectiveness and safety. Compounds with the same mode of action or target are candidates for cross resistance and restrictions in their recommended uses. Discovery research is therefore focused on new mechanisms and modes of action. Interactions in detoxification systems also provide cross resistance and synergist and safener mechanisms illustrated with serine hydrolases and inhibitors, cytochrome P450 and insecticide synergists, and glutathione S-transferases and herbicide safeners. Secondary targets are also considered for inhibitors of serine hydrolases, aldehyde dehydrogenases, and transporters. Emphasis is given to the mechanistic aspects of interactions, not the incidence, which depends on potency, exposure, ratios, and timing. The benefits of pesticide interactions are the additional levels of chemical control to achieve desired organismal effects. The risks are the unpredictable interactions of complex interconnected biological systems. However, with care, two can be better than one. © 2017 American Chemical Society.","cytochrome P450; detoxification; glutathione S-transferase; molecular target; resistance; safener; synergist","Agricultural chemicals; Amino acids; Detoxification; Electric resistance; Enzymes; Hydrolases; Molecular physics; Peptides; Cytochrome p450; Glutathione S-transferases; Molecular targets; safener; synergist; Pesticides; herbicide; insect protein; insecticide; plant protein; animal; antagonists and inhibitors; chemistry; drug effects; drug interaction; drug resistance; enzymology; insect; metabolism; weed; Animals; Drug Interactions; Drug Resistance; Herbicides; Insect Proteins; Insecticides; Insects; Plant Proteins; Plant Weeds"
