Authors,Title,Year,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords
"Silva A., Oliveira T., Novais P., Neves J., Leão P.","Developing an individualized survival prediction model for colon cancer",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976502379&doi=10.1007%2f978-3-319-40114-0_10&partnerID=40&md5=82f65a79dc8c3897d7ccd3aa39ef13d2","Algoritmi Centre, Department of Informatics, University of Minho, Braga, Portugal; ICVS, 3B’s - PT Government Associate Laboratory, Braga, guimarães, Portugal","Silva, A., Algoritmi Centre, Department of Informatics, University of Minho, Braga, Portugal; Oliveira, T., Algoritmi Centre, Department of Informatics, University of Minho, Braga, Portugal; Novais, P., Algoritmi Centre, Department of Informatics, University of Minho, Braga, Portugal; Neves, J., Algoritmi Centre, Department of Informatics, University of Minho, Braga, Portugal; Leão, P., ICVS, 3B’s - PT Government Associate Laboratory, Braga, guimarães, Portugal","In this work a 5-year survival prediction model was developed for colon cancer using machine learning methods. The model was based on the SEER dataset which, after preprocessing, consisted of 38,592 records of colon cancer patients. Survival prediction models for colon cancer are not widely and easily available. Results showed that the performance of the model using fewer features is close to that of the model using a larger set of features recommended by an expert physician, which indicates that the first may be a good compromise between usability and performance. The purpose of such a model is to be used in Ambient Assisted Living applications, providing decision support to health care professionals. © Springer International Publishing Switzerland 2016.",,"Application programs; Artificial intelligence; Decision support systems; Forecasting; Learning systems; Ambient assisted living; Colon cancer; Decision supports; Health care professionals; Machine learning methods; Survival prediction; Diseases"
"Yang X., Jin Y., Chen X., Zhang H., Li G., Shen D.","Functional connectivity network fusion with dynamic thresholding for MCI diagnosis",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992530572&doi=10.1007%2f978-3-319-47157-0_30&partnerID=40&md5=c85194c128f81b8a58aa488155624d71","Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Yang, X., Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Jin, Y., Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Chen, X., Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Zhang, H., Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Li, G., Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Shen, D., Department of Radiology and Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","The resting-state functional MRI (rs-fMRI) has been demonstrated as a valuable neuroimaging tool to identify mild cognitive impairment (MCI) patients. Previous studies showed network breakdown in MCI patients with thresholded rs-fMRI connectivity networks. Recently, machine learning techniques have assisted MCI diagnosis by integrating information from multiple networks constructed with a range of thresholds. However, due to the difficulty of searching optimal thresholds, they are often predetermined and uniformly applied to the entire network. Here, we propose an element-wise thresholding strategy to dynamically construct multiple functional networks, i.e., using possibly different thresholds for different elements in the connectivity matrix. These dynamically generated networks are then integrated with a network fusion scheme to capture their common and complementary information. Finally, the features extracted from the fused network are fed into support vector machine (SVM) for MCI diagnosis. Compared to the previous methods, our proposed framework can greatly improve MCI classification performance. © Springer International Publishing AG 2016.",,"Artificial intelligence; Computer aided instruction; Diagnosis; Learning systems; Medical imaging; Neuroimaging; Support vector machines; Classification performance; Connectivity matrix; Dynamic thresholding; Functional connectivity networks; Integrating information; Machine learning techniques; Mild cognitive impairments (MCI); Resting state functional mris; Functional neuroimaging"
"Neves J., Gonçalves N., Oliveira R., Gomes S., Neves J., Macedo J., Abelha A., Analide C., Machado J., Santos M.F., Vicente H.","Screening a case base for stroke disease detection",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964056771&doi=10.1007%2f978-3-319-32034-2_1&partnerID=40&md5=8b11d528fb7c9db682be64a47fb6730e","Centro Algorithmi, Universidade do Minho, Braga, Portugal; Departamento de Informática, Universidade do Minho, Braga, Portugal; Drs. Nicolas and Asp, Dubai, United Arab Emirates; Departamento de Química, Escola de Ciências e Tecnologia, Universidade de Évora, Évora, Portugal","Neves, J., Centro Algorithmi, Universidade do Minho, Braga, Portugal; Gonçalves, N., Departamento de Informática, Universidade do Minho, Braga, Portugal; Oliveira, R., Departamento de Informática, Universidade do Minho, Braga, Portugal; Gomes, S., Departamento de Informática, Universidade do Minho, Braga, Portugal; Neves, J., Drs. Nicolas and Asp, Dubai, United Arab Emirates; Macedo, J., Centro Algorithmi, Universidade do Minho, Braga, Portugal; Abelha, A., Centro Algorithmi, Universidade do Minho, Braga, Portugal; Analide, C., Centro Algorithmi, Universidade do Minho, Braga, Portugal; Machado, J., Centro Algorithmi, Universidade do Minho, Braga, Portugal; Santos, M.F., Centro Algorithmi, Universidade do Minho, Braga, Portugal; Vicente, H., Centro Algorithmi, Universidade do Minho, Braga, Portugal, Departamento de Química, Escola de Ciências e Tecnologia, Universidade de Évora, Évora, Portugal","Stroke stands for one of the most frequent causes of death, without distinguishing age or genders. Despite representing an expressive mortality figure, the disease also causes long-term disabilities with a huge recovery time, which goes in parallel with costs. However, stroke and health diseases may also be prevented considering illness evidence. Therefore, the present work will start with the development of a decision support system to assess stroke risk, centered on a formal framework based on Logic Programming for knowledge representation and reasoning, complemented with a Case Based Reasoning (CBR) approach to computing. Indeed, and in order to target practically the CBR cycle, a normalization and an optimization phases were introduced, and clustering methods were used, then reducing the search space and enhancing the cases retrieval one. On the other hand, and aiming at an improvement of the CBR theoretical basis, the predicates` attributes were normalized to the interval 0…1, and the extensions of the predicates that match the universe of discourse were rewritten, and set not only in terms of an evaluation of its Quality-of-Information (QoI), but also in terms of an assessment of a Degree-of-Confidence (DoC), a measure of oneʼs confidence that they fit into a given interval, taking into account their domains, i.e., each predicate attribute will be given in terms of a pair (QoI, DoC), a simple and elegant way to represent data or knowledge of the type incomplete, self-contradictory, or even unknown. © Springer International Publishing Switzerland 2016.","Case Based Reasoning; Knowledge Representation and Reasoning; Logic Programming; Similarity Analysis; Stroke Disease","Artificial intelligence; Computation theory; Computer circuits; Decision support systems; Diagnosis; Intelligent systems; Knowledge representation; Logic programming; Quality control; Reconfigurable hardware; Risk assessment; Case-based reasoning approaches; Clustering methods; Degree of confidence; Disease detection; Knowledge representation and reasoning; Quality of informations (QoI); Similarity analysis; Universe of discourse; Case based reasoning"
"Zhang J., Gao Y., Park S.H., Zong X., Lin W., Shen D.","Segmentation of perivascular spaces using vascular features and structured random forest from 7T MR image",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992491329&doi=10.1007%2f978-3-319-47157-0_8&partnerID=40&md5=9cfe6908415aa82df3a136a6d6cfd7ae","Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Department of Computer Science, UNC at Chapel Hill, Chapel Hill, NC, United States; Department of Brain and Cognitive Engineering, Korea University, Seongbuk-gu, South Korea","Zhang, J., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Gao, Y., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States, Department of Computer Science, UNC at Chapel Hill, Chapel Hill, NC, United States; Park, S.H., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Zong, X., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Lin, W., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Shen, D., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States, Department of Brain and Cognitive Engineering, Korea University, Seongbuk-gu, South Korea","Quantitative analysis of perivascular spaces (PVSs) is important to reveal the correlations between cerebrovascular lesions and neurodegenerative diseases. In this study, we propose a learning-based segmentation framework to extract the PVSs from high-resolution 7T MR images. Specifically, we integrate three types of vascular filter responses into a structured random forest for classifying voxels into PVS and background. In addition, we also propose a novel entropy-based sampling strategy to extract informative samples in the background for training the classification model. Since various vascular features can be extracted by the three vascular filters, even thin and low-contrast structures can be effectively extracted from the noisy background. Moreover, continuous and smooth segmentation results can be obtained by utilizing the patch-based structured labels. The segmentation performance is evaluated on 19 subjects with 7T MR images, and the experimental results demonstrate that the joint use of entropy-based sampling strategy, vascular features and structured learning improves the segmentation accuracy, with the Dice similarity coefficient reaching 66%. © Springer International Publishing AG 2016.",,"Artificial intelligence; Computer aided instruction; Decision trees; Entropy; Image segmentation; Learning systems; Magnetic resonance imaging; Neurodegenerative diseases; Passive filters; Classification models; Learning-based segmentation; Sampling strategies; Segmentation accuracy; Segmentation performance; Segmentation results; Similarity coefficients; Structured learning; Medical imaging"
"Kim M., Wu G., Rekik I., Shen D.","Dual-layer groupwise registration for consistent labeling of longitudinal brain images",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992489263&doi=10.1007%2f978-3-319-47157-0_9&partnerID=40&md5=25e3a52636555023f71914a97410cc48","Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States","Kim, M., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States; Wu, G., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States; Rekik, I., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States; Shen, D., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States","The growing collection of longitudinal images for brain disease diagnosis necessitates the development of advanced longitudinal registration and anatomical labeling methods that can respect temporal consistency between images. However, the characteristics of such longitudinal images and how they lodge into the image manifold are often neglected in existing labeling methods. Indeed, most of them independently align atlases to each target time-point image for propagating the pre-defined atlas labels to the subject domain. In this paper, we present a dual-layer groupwise registration method to consistently label anatomical regions of interest in brain images across different time-points using a multi-atlases-based labeling framework. Our framework can best enhance the labeling of longitudinal images through: (1) using the group mean of the longitudinal images of each subject (i.e., subject-mean) as a bridge between atlases and the longitudinal subject scans to align atlases to all time-point images jointly; and (2) using inter-atlas relationship in their nesting manifold to better register each atlas image to the subject-mean. These steps yield to a more consistent (from the joint alignment of atlases with all time-point images) and more accurate (from the manifold-guided registration between each atlases and the subject-mean image) registration, thereby eventually improving the consistency and accuracy for the subsequent labeling step. We have tested our dual-layer groupwise registration method to label two challenging longitudinal brain datasets (i.e., healthy infants and Alzheimer’s disease subjects). Our experimental results have showed that our method achieves higher labeling accuracy while keeping the labeling consistency over time, when compared to the traditional registration scheme (without our proposed contributions). Moreover, the proposed framework can flexibly integrate with the existing label fusion methods, such as sparse-patch based methods, to improve the labeling accuracy of longitudinal datasets. © Springer International Publishing AG 2016.",,"Artificial intelligence; Brain mapping; Computer aided instruction; Diagnosis; Learning systems; Medical imaging; Anatomical labeling; Anatomical regions; Labeling accuracies; Longitudinal registrations; Patch-based methods; Registration methods; Registration scheme; Temporal consistency; Image processing"
"Wei L., Hu S., Gao Y., Cao X., Wu G., Shen D.","Learning appearance and shape evolution for infant image registration in the first year of life",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992498924&doi=10.1007%2f978-3-319-47157-0_5&partnerID=40&md5=8716578b184753ab0d761d0587b5243d","College of Computer and Information Sciences, Fujian Agriculture and Forestry University, Fuzhou, China; School of Information, Linyi University, Linyi, China; School of Automation, Northwestern Polytechnical University, Xi’an, China; Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Wei, L., College of Computer and Information Sciences, Fujian Agriculture and Forestry University, Fuzhou, China, Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Hu, S., School of Information, Linyi University, Linyi, China, Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Gao, Y., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Cao, X., School of Automation, Northwestern Polytechnical University, Xi’an, China, Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Wu, G., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States; Shen, D., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Quantify dynamic structural changes in the first year of life is a key step in early brain development studies, which is indispensable to accurate deformable image registration. However, very few registration methods can work universally well for infant brain images at arbitrary development stages from birth to one year old, mainly due to (1) large anatomical variations and (2) dynamic appearance changes. In this paper, we propose a novel learningbased registration method to not only align the anatomical structures but also estimate the appearance difference between two infant MR images with possible large age gap. To achieve this goal, we leverage the random forest regression and auto-context model to learn the evolution of shape and appearance from a set of longitudinal infant images (with subject-specific temporal correspondences well determined) and then predict both the deformation pathway and appearance change between two new infant subjects. After that, it becomes much easier to deploy any conventional image registration method to complete the remaining registration since the above challenges for current state-of-the-art registration methods have been solved successfully. We apply our proposed registration method to align infant brain images of different subjects from 2-week-old to 12-month-old. Promising registration results have been achieved in terms of registration accuracy, compared to the counterpart registration methods. © Springer International Publishing AG 2016.",,"Artificial intelligence; Brain mapping; Computer aided instruction; Decision trees; Deformation; Image registration; Learning systems; Magnetic resonance imaging; Anatomical structures; Anatomical variations; Deformable image registration; Development stages; Dynamic appearance; Dynamic structural changes; Registration accuracy; Registration methods; Medical imaging"
"Suk H.-I., Shen D.","Deep ensemble sparse regression network for alzheimer’s disease diagnosis",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992513254&doi=10.1007%2f978-3-319-47157-0_14&partnerID=40&md5=1792a6352cf0f52d2c54301ac6ec92d7","Department of Brain and Cognitive Engineering, Korea University, Seoul, South Korea; Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, United States","Suk, H.-I., Department of Brain and Cognitive Engineering, Korea University, Seoul, South Korea; Shen, D., Department of Brain and Cognitive Engineering, Korea University, Seoul, South Korea, Biomedical Research Imaging Center, University of North Carolina at Chapel Hill, Chapel Hill, United States","For neuroimaging-based brain disease diagnosis, sparse regression models have proved their effectiveness in handling highdimensional data but with a small number of samples. In this paper, we propose a novel framework that utilizes sparse regression models as target-level representation learner and builds a deep convolutional neural network for clinical decision making. Specifically, we first train multiple sparse regression models, each of which has different values of a regularization control parameter, and use the outputs of the trained regression models as target-level representations. Note that sparse regression models trained with different values of a regularization control parameter potentially select different sets of features from the original ones, thereby they have different powers to predict the response values, i.e., a clinical label and clinical scores in our work. We then construct a deep convolutional neural network by taking the target-level representations as input. Our deep network learns to optimally fuse the predicted response variables, i.e., target-level representations, from the same sparse response model(s) and also those from the neighboring sparse response models. To our best knowledge, this is the first work that systematically integrates sparse regression models with deep neural network. In our experiments with ADNI cohort, we validated the effectiveness of the proposed method by achieving the highest classification accuracies in three different tasks of Alzheimer’s disease and mild cognitive impairment identification. © Springer International Publishing AG 2016.",,"Artificial intelligence; Computer aided instruction; Convolution; Data handling; Decision making; Diagnosis; Learning systems; Medical imaging; Neural networks; Neuroimaging; Classification accuracy; Clinical decision making; Control parameters; Convolutional neural network; Deep neural networks; High dimensional data; Mild cognitive impairments; Number of samples; Regression analysis"
"Liu L., Zhang H., Rekik I., Chen X., Wang Q., Shen D.","Outcome prediction for patient with high-grade gliomas from brain functional and structural networks",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996489180&doi=10.1007%2f978-3-319-46723-8_4&partnerID=40&md5=d60ed078f874581324bc760a0f96a572","Med-X Research Institute, School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States","Liu, L., Med-X Research Institute, School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, China; Zhang, H., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States; Rekik, I., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States; Chen, X., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States; Wang, Q., Med-X Research Institute, School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, China; Shen, D., Department of Radiology and BRIC, University of North Carolina at Chapel Hill, Chapel Hill, United States","High-grade glioma (HGG) is a lethal cancer,which is characterized by very poor prognosis. To help optimize treatment strategy,accurate preoperative prediction of HGG patient’s outcome (i.e.,survival time) is of great clinical value. However,there are huge individual variability of HGG,which produces a large variation in survival time,thus making prognostic prediction more challenging. Previous brain imaging-based outcome prediction studies relied only on the imaging intensity inside or slightly around the tumor,while ignoring any information that is located far away from the lesion (i.e.,the “normal appearing” brain tissue). Notably,in addition to altering MR image intensity,we hypothesize that the HGG growth and its mass effect also change both structural (can be modeled by diffusion tensor imaging (DTI)) and functional brain connectivities (estimated by functional magnetic resonance imaging (rs-fMRI)). Therefore,integrating connectomics information in outcome prediction could improve prediction accuracy. To this end,we unprecedentedly devise a machine learning-based HGG prediction framework that can effectively extract valuable features from complex human brain connectome using network analysis tools,followed by a novel multi-stage feature selection strategy to single out good features while reducing feature redundancy. Ultimately,we use support vector machine (SVM) to classify HGG outcome as either bad (survival time >650 days) or good (survival time ≤650 days). Our method achieved 75 % prediction accuracy. We also found that functional and structural networks provide complementary information for the outcome prediction,thus leading to increased prediction accuracy compared with the baseline method,which only uses the basic clinical information (63.2 %). © Springer International Publishing AG 2016.",,"Artificial intelligence; Brain; Brain mapping; Complex networks; Diagnosis; Diffusion tensor imaging; Forecasting; Learning systems; Magnetic resonance imaging; Medical imaging; Neuroimaging; Patient treatment; Support vector machines; Tensors; Tumors; Brain connectivity; Clinical information; Feature redundancy; Functional magnetic resonance imaging; High-grade gliomata; Individual variability; Prediction accuracy; Structural networks; Functional neuroimaging"
"Wu Z., Park S.H., Guo Y., Gao Y., Shen D.","Regression guided deformable models for segmentation of multiple brain ROIs",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992478806&doi=10.1007%2f978-3-319-47157-0_29&partnerID=40&md5=1d8204eb338d107ea09fc80a37513ef1","Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States","Wu, Z., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Park, S.H., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Guo, Y., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Gao, Y., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States; Shen, D., Department of Radiology and BRIC, UNC at Chapel Hill, Chapel Hill, NC, United States","This paper proposes a novel method of using regressionguided deformable models for brain regions of interest (ROIs) segmentation. Different from conventional deformable segmentation, which often deforms shape model locally and thus sensitive to initialization, we propose to learn a regressor to explicitly guide the shape deformation, thus eventually improves the performance of ROI segmentation. The regressor is learned via two steps, (1) a joint classification and regression random forest (CRRF) and (2) an auto-context model. The CRRF predicts each voxel’s deformation to the nearest point on the ROI boundary as well as each voxel’s class label (e.g., ROI versus background). The auto-context model further refines all voxel’s deformations (i.e., deformation field) and class labels (i.e., label maps) by considering the neighboring structures. Compared to the conventional random forest regressor, the proposed regressor provides more accurate deformation field estimation and thus more robust in guiding deformation of the shape model. Validated in segmentation of 14 midbrain ROIs from the IXI dataset, our method outperforms the state-of-art multi-atlas label fusion and classification methods, and also significantly reduces the computation cost. © Springer International Publishing AG 2016.",,"Artificial intelligence; Brain; Classification (of information); Computer aided instruction; Decision trees; Learning systems; Medical imaging; Classification methods; Computation costs; Context modeling; Deformable models; Deformable segmentation; Deformation field; Multiple brains; Shape deformation; Deformation"
"Silva A., Oliveira T., Julian V., Neves J., Novais P.","A mobile and evolving tool to predict colorectal cancer survivability",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988499009&doi=10.1007%2f978-3-319-44944-9_2&partnerID=40&md5=ebc4a734057865eb34c476ae4755dbad","Algoritmi Centre/Department of Informatics, University of Minho, Braga, Portugal; Departamento de Sistemas Informáticos y Computación, Universidad Politécnica de Valencia, Valencia, Spain","Silva, A., Algoritmi Centre/Department of Informatics, University of Minho, Braga, Portugal; Oliveira, T., Algoritmi Centre/Department of Informatics, University of Minho, Braga, Portugal; Julian, V., Departamento de Sistemas Informáticos y Computación, Universidad Politécnica de Valencia, Valencia, Spain; Neves, J., Algoritmi Centre/Department of Informatics, University of Minho, Braga, Portugal; Novais, P., Algoritmi Centre/Department of Informatics, University of Minho, Braga, Portugal","In this work, a tool for the survivability prediction of patients with colon or rectal cancer, up to five years after diagnosis and treatment, is presented. Indeed, an accurate survivability prediction is a difficult task for health care professionals and of high concern to patients, so that they can make the most of the rest of their lives. The distinguishing features of the tool include a balance between the number of necessary inputs and prediction performance, being mobile-friendly, and featuring an online learning component that enables the automatic evolution of the prediction models upon the addition of new cases. © IFIP International Federation for Information Processing 2016.",,"Artificial intelligence; Diagnosis; Diseases; Patient treatment; Automatic evolution; Colorectal cancer; Health care professionals; New case; Online learning; Prediction model; Prediction performance; Rectal cancer; Forecasting"
"Haghtalab N., Fang F., Nguyen T.H., Sinha A., Procaccia A.D., Tambe M.","Three strategies to success: Learning adversary models in security games",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006105557&partnerID=40&md5=c44cf1108a4f59eb1ca086e9239f67e2","Carnegie Mellon U., United States; U. Southern California, United States","Haghtalab, N., Carnegie Mellon U., United States; Fang, F., U. Southern California, United States; Nguyen, T.H., U. Southern California, United States; Sinha, A., U. Southern California, United States; Procaccia, A.D., Carnegie Mellon U., United States; Tambe, M., U. Southern California, United States","State-of-the-art applications of Stackelberg security games - including wildlife protection - offer a wealth of data, which can be used to learn the behavior of the adversary. But existing approaches either make strong assumptions about the structure of the data, or gather new data through online algorithms that are likely to play severely suboptimal strategies. We develop a new approach to learning the parameters of the behavioral model of a bounded rational attacker (thereby pinpointing a near optimal strategy), by observing how the attacker responds to only three defender strategies. We also validate our approach using experiments on real and synthetic data.",,"Adversary models; Behavioral model; New approaches; nocv1; On-line algorithms; Security games; State of the art; Synthetic data; Wildlife protection; Artificial intelligence"
"Abeliuk A., Aziz H., Berbeglia G., Gaspers S., Kalina P., Mattei N., Peters D., Stursberg P., Van Hentenryck P., Walsh T.","Interdependent scheduling games",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006160345&partnerID=40&md5=3e8ecf342333fc5fe924bd36ad2b9969","Data61, NICTA, UNSW, Australia; University of Melbourne, Australia; Czech Technical University, Czech Republic; University of Oxford, United Kingdom; Technische Universität München, Germany; University of Michigan, United States","Abeliuk, A., Data61, NICTA, UNSW, Australia; Aziz, H., Data61, NICTA, UNSW, Australia; Berbeglia, G., University of Melbourne, Australia; Gaspers, S., Data61, NICTA, UNSW, Australia; Kalina, P., Czech Technical University, Czech Republic; Mattei, N., Data61, NICTA, UNSW, Australia; Peters, D., University of Oxford, United Kingdom; Stursberg, P., Technische Universität München, Germany; Van Hentenryck, P., University of Michigan, United States; Walsh, T., Data61, NICTA, UNSW, Australia","We propose a model of interdependent scheduling games in which each player controls a set of services that they schedule independently. A player is free to schedule his own services at any time; however, each of these services only begins to accrue reward for the player when all predecessor services, which may or may not be controlled by the same player, have been activated. This model, where players have interdependent services, is motivated by the problems faced in planning and coordinating large-scale infrastructures, e.g., restoring electricity and gas to residents after a natural disaster or providing medical care in a crisis when different agencies are responsible for the delivery of staff, equipment, and medicine. We undertake a game-theoretic analysis of this setting and in particular consider the issues of welfare maximization, computing best responses, Nash dynamics, and existence and computation of Nash equilibria.",,"Artificial intelligence; Disasters; Game theory; Medical problems; Scheduling; Electricity and gas; Game theoretic analysis; Large scale infrastructures; Nash dynamics; Nash equilibria; Natural disasters; Player control; Welfare maximizations; Computer games"
"Esteves M., Vicente H., Gomes S., Abelha A., Santos M.F., Machado J., Neves J., Neves J.","Waiting time screening in diagnostic medical imaging – A case-based view",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007569805&doi=10.1007%2f978-3-319-40973-3_30&partnerID=40&md5=55888f4bc680dfd31d74ab83d00f1b57","Departamento de Informática, Universidade do Minho, Braga, Portugal; Departamento de Química, Escola de Ciências e Tecnologia, Universidade de Évora, Évora, Portugal; Centro Algoritmi, Universidade do Minho, Braga, Portugal; Centro Algoritmi, Universidade do Minho, Guimarães, Portugal; Drs. Nicolas & Asp, Dubai, United Arab Emirates","Esteves, M., Departamento de Informática, Universidade do Minho, Braga, Portugal; Vicente, H., Departamento de Química, Escola de Ciências e Tecnologia, Universidade de Évora, Évora, Portugal, Centro Algoritmi, Universidade do Minho, Braga, Portugal; Gomes, S., Departamento de Informática, Universidade do Minho, Braga, Portugal; Abelha, A., Centro Algoritmi, Universidade do Minho, Braga, Portugal; Santos, M.F., Centro Algoritmi, Universidade do Minho, Guimarães, Portugal; Machado, J., Centro Algoritmi, Universidade do Minho, Braga, Portugal; Neves, J., Drs. Nicolas & Asp, Dubai, United Arab Emirates; Neves, J., Centro Algoritmi, Universidade do Minho, Braga, Portugal","Due to the high standards expected from diagnostic medical imaging, the analysis of information regarding waiting lists via different information systems is of utmost importance. Such analysis, on the one hand, may improve the diagnostic quality and, on the other hand, may lead to the reduction of waiting times, with the concomitant increase of the quality of services and the reduction of the inherent financial costs. Hence, the purpose of this study is to assess the waiting time in the delivery of diagnostic medical imaging services, like computed tomography and magnetic resonance imaging. Thereby, this work is focused on the development of a decision support system to assess waiting times in diagnostic medical imaging with recourse to operational data of selected attributes extracted from distinct information systems. The computational framework is built on top of a Logic Programming Case-base Reasoning approach to Knowledge Representation and Reasoning that caters for the handling of incomplete, unknown, or even self-contradictory information. © Springer International Publishing Switzerland 2016.","Case-based reasoning; Diagnostic medical imaging; Knowledge representation and reasoning; Logic programming; Similarity analysis; Waiting time","Artificial intelligence; Case based reasoning; Computation theory; Computer circuits; Computerized tomography; Decision support systems; Diagnosis; Information systems; Knowledge representation; Logic programming; Magnetic resonance imaging; Medical information systems; Program diagnostics; Quality control; Case-base reasonings; Computational framework; Diagnostic quality; Imaging services; Knowledge representation and reasoning; Operational data; Similarity analysis; Waiting-time; Medical imaging"
"Bessiere C., Hebrard E., Katsirelos G., Kiziltan Z., Walsh T.","Ranking constraints",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006141164&partnerID=40&md5=d7f97b88f9475a12ee962587d0362a92","LIRMM, CNRS, Montpellier, France; LAAS, CNRS, Toulouse, France; INRA, Toulouse, France; Universit di Bologna, Bologna, Italy; University of New South Wales, Sydney, Australia","Bessiere, C., LIRMM, CNRS, Montpellier, France; Hebrard, E., LAAS, CNRS, Toulouse, France; Katsirelos, G., INRA, Toulouse, France; Kiziltan, Z., Universit di Bologna, Bologna, Italy; Walsh, T., University of New South Wales, Sydney, Australia","We need to reason about rankings of objects in a wide variety of domains including information retrieval, sports tournaments, bibliometrics, and statistics. We propose a global constraint therefore for modeling rankings. One important application for rankings is in reasoning about the correlation or uncorrelation between sequences. For example, we might wish to have consecutive delivery schedules correlated to make it easier for clients and employees, or uncorrelated to avoid predictability and complacence. We therefore also consider global correlation constraints between rankings. For both ranking and correlation constraints, we propose efficient filtering algorithms and decompositions, and report experimental results demonstrating the promise of our proposed approach.",,"Bibliometrics; Delivery schedules; Filtering algorithm; Global constraints; Global correlation; nocv1; Artificial intelligence"
