Authors,Title,Year,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords
"Yu Y., Yang R., Xu D., Wu J.","Deadbeat control of cascaded h-bridge static var generator",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013141328&doi=10.13336%2fj.1003-6520.hve.20161227008&partnerID=40&md5=4fa9d1ee3f3cd32bca164a1bdc4f17c1","Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; School of Electrical and Control Engineering, Heilongjiang University of Science and Technology, Harbin, China","Yu, Y., Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China, School of Electrical and Control Engineering, Heilongjiang University of Science and Technology, Harbin, China; Yang, R., Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Xu, D., Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Wu, J., Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China","In order to enhance the dynamic performance and tracking precision of cascaded H-bridge static var generator (SVG), we put forward an improved deadbeat controlling method. Firstly, a mathematic model and discrete state equation of cascaded H-bridge SVG are built in dq coordinate system for follow-up analysis. Secondly, two new kinds of state observers are designed and blended into the traditional dead-beat controlling algorithm to carry out current and voltage observation independently. By the use of these new designed observers and combined with the conventional discrete state observer, the intermediate variables can be calculated previously, and the instructive current of next beat can be observed in advance. For the purpose of improving the voltage tracking accuracy, an upgraded repetitive prediction algorithm is adopted to predict the output voltage. Finally, the MATLAB simulating models and an experimental SVG prototype rated 10 kV are built and tested by using ordinary state observing algorithm and the controlling method presented by this paper,respectively. The comparative experiments shown that, compared with the traditional state observing algorithm, the improved dead-beat controlling method mentioned by this paper can obviously reduce the total harmonic distortion(THD) to 1.18% from 3.21%. The algorithm can effectively improve the SVG system's tracking precision and dynamic response, dramatically reduce the tracking lag caused by sample delay, and the reactive power compensating capability can be improved extraordinarily. © 2017, High Voltage Engineering Editorial Department of CEPRI. All right reserved.","Cascaded H-bridge; Current controller; Deadbeat control; Discrete state observer; Repetitive prediction algorithm; SVG; Total harmonic distortion","Equations of state; Forecasting; Harmonic distortion; State estimation; Value engineering; Wave filters; Cascaded H-bridge; Current controller; Deadbeat control; Discrete state; Prediction algorithms; Total harmonic distortion (THD); Bridge circuits"
"Nie P., Wang X., Wu W.","Research on low voltage ride through of brushless doubly-fed wind power generator",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015005711&partnerID=40&md5=e86a4b08052a9a69d4d04ef46a04939e","Department of Electrical Machinery, Huazhong University of Science and Technology, Wuhan, China; Technology Research Center, EAST Group Limited by Share Ltd, Dongguan, China","Nie, P., Department of Electrical Machinery, Huazhong University of Science and Technology, Wuhan, China; Wang, X., Department of Electrical Machinery, Huazhong University of Science and Technology, Wuhan, China; Wu, W., Technology Research Center, EAST Group Limited by Share Ltd, Dongguan, China","For the brushless doubly-fed wind power generation system, low voltage ride through(LVRT) is an important part, the voltage dips can cause power winding(PW) and control winding(CW) and rotor winding current increases, but the rotor current in wound brushless doubly-fed generator(BDFG) can not be measured directly, So make it difficulty to control the system. Under the rotor speed coordinate system, build the BDFG mathematic model, and under the power synchronous speed coordinate system calculate the magnitude of the rotor current and simulate the curve of rotor current, analyze its reason to causes it, then design the methods to suppress the fluctuations, it can pass through the low voltage, further more verily the feasibility of the method. © 2016 The Institute of Electrical Engineers of Japan.","brushless doubly-fed generator; low voltage ride through; wind generation; wound-rotor","Electric generators; Electric machine control; Electric machinery; Electric power generation; Wind power; Winding; Brushless doubly fed; Brushless doubly-fed generators; Co-ordinate system; Control windings; Low-voltage ride-through; Synchronous speed; Wind generation; Wound rotors; Asynchronous generators"
"Wang L.-L., He D.-D., Wang M., Liu S., Ju J.-M., Liu K.-M.","Study on extraction process of Compound Huzhang Prescription based on fingerprint combined with principal component analysis",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020967031&doi=10.7501%2fj.issn.0253-2670.2017.02.010&partnerID=40&md5=9a0636ecbdd8a70ce6fd257280a1ad0c","Anhui University of Chinese Medicine, Hefei, China; Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China","Wang, L.-L., Anhui University of Chinese Medicine, Hefei, China, Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China; He, D.-D., Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China; Wang, M., Anhui University of Chinese Medicine, Hefei, China, Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China; Liu, S., Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China; Ju, J.-M., Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China; Liu, K.-M., Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Nanjing University of Chinese Medicine, Nanjing, China","Objective: To establish an extraction process optimization method based on fingerprint combined with principal component analysis, which was finally applied to Compound Huzhang ethanol extraction process optimization. Methods: Taking Compound Huzhang prescription as model drug, different ethanol extraction condition fingerprint was established by HPLC, harvesting the areas of the common peaks, the total factor scores were calculated by PCA. Arranged experiments with U9(93×31) uniform design method, choosing the total factor scores as index, the influence of extration times (X1), alcohol consumption(X2), alcohol concentration(X3), and time of extracting(X4) on the yield of extract was investigated, then the technological parameters of optimum ethanol extraction condition were selected by multi-nonlinear mathematic models. Results: Multi-nonlinear mathematic models described the relationship between response indexes and factor variables with a regression coefficient of 0.997. The optimized conditions for Compound Huzhang Prescription were extracted in 90% ethanol six times as much as it for three times, 1h once. Conclusion: It is proved that the extraction method is suitable and feasible that could provide a reference for compound Chinese medicine extraction process optimization. © 2017, Editorial Office of Chinese Traditional and Herbal Drugs. All right reserved.","Compound Huzhang Prescription; Extraction process; Fingerprint; HPLC; PCA; Uniform design",
"Horváth P.","Learning by experience on the example of mathematic pendulum",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013436974&doi=10.1063%2f1.4974390&partnerID=40&md5=9d2a6a319e1d1111518874fcb4990e68","Comenius University in Bratislava, Faculty of Mathematics, Physics and Informatics, Mlynská dolina F1, Bratislava, Slovakia","Horváth, P., Comenius University in Bratislava, Faculty of Mathematics, Physics and Informatics, Mlynská dolina F1, Bratislava, Slovakia","The very suitable topic for independent student activities is the investigation of factors influencing an oscillation period of the mathematic pendulum. The article describes the experience from particular lessons. Students themselves were discovering new facts. They learned about the physics practice of acquiring new knowledge. The knowledge quality and retention was compared between the experimental classes and classes with a traditional instruction one year after the experiment. © 2017 Author(s).",,
"Davydov I.E., Davydov E.I.","Nonlinear modeling of an aerospace object dynamics",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013665699&doi=10.1063%2f1.4972635&partnerID=40&md5=e3b734ef048ba888cc5bfaafbb6d91a7","Space Engineering Institute, Samara University Samara, Russian Federation","Davydov, I.E., Space Engineering Institute, Samara University Samara, Russian Federation; Davydov, E.I., Space Engineering Institute, Samara University Samara, Russian Federation","Here are presented the scientific results, obtained by motion modeling of complicated technical systems of aerospace equipment with consideration of nonlinearities. Computerized panel that allows to measure mutual influence of the system's motion and stabilization device with consideration of its real characteristics has been developed. Analysis of motion stability of a system in general has been carried out and time relationships of the system's motion taking in account nonlinearities are presented. © 2017 Author(s).","a microcontroller; aerodynamic steering; computerized panel; control systems of complicated technical systems; executive device; Mathematic model; programmed motion; steering a mail engines; steering device with rigid negative feedback; the ""Control-Dynamic.exe"" interface program; the pitch (yaw) channel",
"Tan L., Yan C., Liu Z., Huang X., Wang W., Liu H.","Analysis of multi-unit coupling bi-directional wireless power transfer system and its control scheme",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017037057&doi=10.7500%2fAEPS20160929009&partnerID=40&md5=e12ef63c8ea6002410da41d6b95f659a","School of Electrical Engineering, Southeast University, Nanjing, China; Jiangsu Key Laboratory of Smart Grid Technology and Equipment, Nanjing, China; Wuxi Power Supply Company of State Grid Jiangsu Electric Power Company, Wuxi, China","Tan, L., School of Electrical Engineering, Southeast University, Nanjing, China, Jiangsu Key Laboratory of Smart Grid Technology and Equipment, Nanjing, China; Yan, C., School of Electrical Engineering, Southeast University, Nanjing, China, Jiangsu Key Laboratory of Smart Grid Technology and Equipment, Nanjing, China; Liu, Z., Wuxi Power Supply Company of State Grid Jiangsu Electric Power Company, Wuxi, China; Huang, X., School of Electrical Engineering, Southeast University, Nanjing, China, Jiangsu Key Laboratory of Smart Grid Technology and Equipment, Nanjing, China; Wang, W., School of Electrical Engineering, Southeast University, Nanjing, China, Jiangsu Key Laboratory of Smart Grid Technology and Equipment, Nanjing, China; Liu, H., School of Electrical Engineering, Southeast University, Nanjing, China, Jiangsu Key Laboratory of Smart Grid Technology and Equipment, Nanjing, China","Bi-directional wireless power transfer technology is one of the important research branches of wireless power transfer. The bi-directional wireless power transfer system with k+1 loop units is studied and its mathematic model is established. Moreover, the control scheme for both power flow direction regulation and power allocation via the relationships among converter voltages' amplitude and their phase difference is proposed. Then, the theoretical analysis and simulation are carried out for bi-directional wireless power transfer with three loop units and the constrain conditions of power flow direction and power allocation are also presented. Finally, the viability and feasibility of theoretical analysis are verified by simulation and experiments. © 2017 Automation of Electric Power Systems Press.","Bidirectional wireless power transfer; Multi-unit coupling; Power allocation; Power flow control","Electric load flow; Electric power systems; Energy transfer; Inductive power transmission; Analysis and simulation; Constrain condition; Mathematic model; Multi-unit; Phase difference; Power allocations; Power flow controls; Wireless power transfer; Power control"
"Wang Z., Zhang X., Li X., Zhang W., Hou J., Wu X.","Numerical simulation of flow field in air-cushion annealing furnace",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016624117&doi=10.13251%2fj.issn.0254-6051.2017.01.039&partnerID=40&md5=67c052d9d07eabe53d3667b24bb94c0f","Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China; Department of Materials, University of Science and Technology Beijing, Beijing, China","Wang, Z., Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China; Zhang, X., Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China, Department of Materials, University of Science and Technology Beijing, Beijing, China; Li, X., Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China; Zhang, W., Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China; Hou, J., Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China; Wu, X., Beijing Research Institute of Mechanical & Electrical Technology, Beijing, China","In order to research the floating condition of workpiece in an air-cushion annealing furnace, a three-dimension turbulence mathematic model was established. Aided by the computational fluid method (CFD) the furnace-air field and pressure field were obtained. The surface pressure field of workpiece and the influence of the floatation stability in different boundary conditions were analyzed by means of fluid-solid coupling method. The other kind of workpiece floating height and velocity with control variable method were predicted by applying the model. The results show that when the wind velocity is 4 m/s and 7 m/s at the top and bottom respectively outlet of the copper strip which the width is 1050 mm, can achieve non-contact heating and transmission at the distance 60-70 mm from the top nozzle. © 2017, Editorial Office of ""Jinshu Rechuli"". All right reserved.","Air-cushion annealing furnace; Numerical simulation; Velocity field",
"Cui C., Lao D., Dong D., Gao Q., Zhou W.","Calibration method for initial position of miss distance in femtosecond laser tracker",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015676959&doi=10.3788%2fIRLA201746.0117001&partnerID=40&md5=10dd0c03b214204dff9813ac04235c69","College of Opto-Electronic Engineering, Changchun University of Science and Technology, Changchun, China; Academy of Opto-electronics, Chinese Academy of Sciences, Beijing, China; School of Instrument Science and Opto Electronlcs Engineering Beijing Information Science and Technology University, Beijing, China","Cui, C., College of Opto-Electronic Engineering, Changchun University of Science and Technology, Changchun, China; Lao, D., Academy of Opto-electronics, Chinese Academy of Sciences, Beijing, China; Dong, D., Academy of Opto-electronics, Chinese Academy of Sciences, Beijing, China; Gao, Q., School of Instrument Science and Opto Electronlcs Engineering Beijing Information Science and Technology University, Beijing, China; Zhou, W., College of Opto-Electronic Engineering, Changchun University of Science and Technology, Changchun, China, Academy of Opto-electronics, Chinese Academy of Sciences, Beijing, China","A femtosecond laser tracker achieves target tracking through detection of miss distance via a PSD. The location of reflected laser spot on PSD when tracking laser exactly points to center of the retro-reflector, named initial position of miss distance, was the benchmark of miss distance calculation. So it was important to precisely calibrate initial position of miss distance in order to achieve high accurate measurement. A calibration method for initial position of PSD based on the retro-reflector feature analysis was presented in this paper. First, the error factors that may impact miss distance calibration were analyzed, and the mathematic model was established. Then, according to the laser tracker' s structure design and the geometric errors of axes, the calibration method for the initial position was simulated. Results show that the calibration error was limited below 17.8 μm, which means when the retro-reflector was placed at a distance of 10 m from the tracker, the laser tracker' s pointing error was limited below 1.1″. These results can be helpful in further error compensation model. At last the proposed calibration method of initial position of miss distance was applied to the self-developed femtosecond laser tracker, and provides the benchmark for further dynamic measurement. © 2017, Editorial Board of Journal of Infrared and Laser Engineering. All right reserved.","Femtosecond laser tracker; Initial position of miss distance; Pointing error; Retro-reflector","Calibration; Error compensation; Errors; Reflection; Ultrashort pulses; Accurate measurement; Calibration error; Calibration method; Dynamic measurement; Geometric errors; Miss distance; Pointing errors; Retro reflector; Target tracking"
"Zhang Y., Zhao Y., Li Y., Wang Z., Ding D.","Structural synthesis of uncoupled spatial translational parallel mechanisms",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015632426&doi=10.6041%2fj.issn.1000-1298.2017.01.043&partnerID=40&md5=d5ee22805d0892fb6c6284c29bcb32a4","School of Mechatronics Engineering, Henan University of Science and Technology, Luoyang, China","Zhang, Y., School of Mechatronics Engineering, Henan University of Science and Technology, Luoyang, China; Zhao, Y., School of Mechatronics Engineering, Henan University of Science and Technology, Luoyang, China; Li, Y., School of Mechatronics Engineering, Henan University of Science and Technology, Luoyang, China; Wang, Z., School of Mechatronics Engineering, Henan University of Science and Technology, Luoyang, China; Ding, D., School of Mechatronics Engineering, Henan University of Science and Technology, Luoyang, China","In order to solve the strong kinematics coupling problem of parallel mechanisms obtained by the normal type synthesis approach, a systematic method for structural synthesis of the uncoupled spatial translational parallel mechanisms (USTPM) was presented based on the actuation wrench screw theory. Firstly, mathematic model mapping the relationship between the inputs and the outputs of USTPM was set up. Secondly, both the actuation wrench screw and actuated twist screw's forms of the kinematical chains were obtained according to the condition that the velocity Jacobian matrix was a diagonal one. Then the rules to determine the non-actuated screws of the limbs were established in terms of the reciprocal product principle. Both criterion and steps of the limb's type synthesis were proposed as well. Finally, the mechanisms with the expected motion characteristics were designed by selection three limbs synthesized above to connect the platform and the base. Totally 60 symmetrical USTPMs were designed. Among them, 47 mechanisms were non-overconstrained and 29 mechanisms were composed of the open single kinematic chains with idle joints. The Jacobian was a diagonal matrix of the synthesized parallel mechanisms. It was more interesting that some mechanisms' Jacobian was the identical matrix, in which there existed one-to-one linear mapping relationship between the input velocities of the actuated joints and the output velocities of the moving platform for these mechanisms, and condition number of their Jacobians was equal to 1. So these mechanisms showed fully-isotropic throughout their whole workspace. Meanwhile, they performed very well with regard to motion and force transmission. This work contributed to enriching and improving the structural synthesis theory of the parallel mechanisms. © 2017, Chinese Society of Agricultural Machinery. All right reserved.","Actuation wrench screw theory; Jacobian matrix; Parallel mechanism; Structural synthesis; Uncoupled","Chains; Joints (anatomy); Kinematics; Matrix algebra; Mechanisms; Number theory; Screws; Tools; Force transmission; Motion characteristics; Non-overconstrained; Parallel mechanisms; Screw theory; Structural synthesis; Translational parallel mechanisms; Uncoupled; Jacobian matrices"
"Zuojing S., Wei G., Yuxi Z., Guangping Y.","The assessment of parametric rolling for motor vessel ""YU KUN""",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014028085&doi=10.1109%2fICMTMA.2017.0085&partnerID=40&md5=7cbda0a9d21a3f285aff01b9ddab0d86","Navigation College, Dalian Maritime University, Dalian, China","Zuojing, S., Navigation College, Dalian Maritime University, Dalian, China; Wei, G., Navigation College, Dalian Maritime University, Dalian, China; Yuxi, Z., Navigation College, Dalian Maritime University, Dalian, China; Guangping, Y., Navigation College, Dalian Maritime University, Dalian, China","This paper has shown a numerical simulation method which can be employed to assess the parametric rolling of MV(motor vessel) 'YU KUN'. The assessment tool includes the susceptibility criteria for parametric rolling proposed by ABS(American Bureau of Shipping) and the mathematic model recommended by ITTC(International Towing Tank Conference) which can judge the occurrence and forecast the amplitude of parametric rolling, respectively. The strip theory is adopted to figure out the GM-variation and roll decay test is conducted to obtain the roll damping in this paper. Then the mathematic model is simulated in the Matlab environment to solve the rolling motion differential equations. The simulate result shows that the parametric rolling will occur on MV 'YU KUN' in her navigation conditions, moreover, the roll amplitude will more than 25 degrees. © 2017 IEEE.","MV 'YU KUN'; Numerical simulation; Parametric rolling; Strip theory","Computer simulation; Differential equations; Equations of motion; Numerical methods; Numerical models; Rolls (machine components); American bureau of shippings; Mathematic model; MATLAB environment; MV 'YU KUN; Navigation conditions; Numerical simulation method; Parametric rolling; Strip theory; MATLAB"
"Wei W., Zhang R., Wang J., Hao G.-B.","Active disturbance rejection control for nanopositioning systems with piezoelectric actuators",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014042354&doi=10.1109%2fICCAS.2016.7832478&partnerID=40&md5=e726573e44f232a7522ba24952e5abcf","Department of Automatic Control, Beijing Technology and Business University, Beijing, China; National Engineering Research Center of Advanced Rolling, University of Science and Technology Beijing, Beijing, China; School of Engineering, University College Cork, Cork, Ireland","Wei, W., Department of Automatic Control, Beijing Technology and Business University, Beijing, China; Zhang, R., Department of Automatic Control, Beijing Technology and Business University, Beijing, China; Wang, J., National Engineering Research Center of Advanced Rolling, University of Science and Technology Beijing, Beijing, China; Hao, G.-B., School of Engineering, University College Cork, Cork, Ireland","Nanopositioning proposes a high demand for its control system. However, hysteresis, a common nonlinear phenomenon existing in piezoelectric actuator, decreases precision of nanopositioning. In this paper, active disturbance rejection control (ADRC) is designed to estimate and cancel the influence of hysteresis, and integral time absolute error (ITAE) optimal index is chosen to determine the parameters of ADRC. Simulations are performed on the basis of mathematic model of nanopositioning system, and numerical results show that ADRC is effective in the control of nanopositioning. © 2016 Institute of Control, Robotics and Systems - ICROS.","ADRC; control; ITAE; Nanopositioning","Actuators; Control; Disturbance rejection; Hysteresis; Piezoelectricity; Active disturbance rejection controls; ADRC; Integral time absolute errors; ITAE; Nano-positioning; Nanopositioning systems; Non-linear phenomena; Numerical results; Piezoelectric actuators"
"Pranoto Y.M., Setyati E., Pramana E., Kristian Y., Budiman R.","Real time handwriting recognition for mathematic expressions using Hidden Markov Model",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016774903&doi=10.1109%2fISITIA.2016.7828623&partnerID=40&md5=1859c8f5ccee85ca5c26fd9609df4cbe","Department of Information Technology, Sekolah Tinggi Teknik Surabaya, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh November Surabaya, Surabaya, Indonesia","Pranoto, Y.M., Department of Information Technology, Sekolah Tinggi Teknik Surabaya, Surabaya, Indonesia; Setyati, E., Department of Information Technology, Sekolah Tinggi Teknik Surabaya, Surabaya, Indonesia, Department of Electrical Engineering, Institut Teknologi Sepuluh November Surabaya, Surabaya, Indonesia; Pramana, E., Department of Information Technology, Sekolah Tinggi Teknik Surabaya, Surabaya, Indonesia; Kristian, Y., Department of Information Technology, Sekolah Tinggi Teknik Surabaya, Surabaya, Indonesia, Department of Electrical Engineering, Institut Teknologi Sepuluh November Surabaya, Surabaya, Indonesia; Budiman, R., Department of Information Technology, Sekolah Tinggi Teknik Surabaya, Surabaya, Indonesia","Mathematic is an important subject, even in our daily live we use mathematic all the time. Calculator as a major tools to help calculate mathematic formulas has become a major requirement in mobile or desktop computer use. Calculator App nowdays can handle basic to complex mathematic formulas. Meanwhile, there are more and more touchscreen-based gadgets nowdays. This simple fact sparks the idea to do a research on online handwriting-based calculator so people can directly write the formula and get the result. This paper is the first phase of research to recognize mathematic expression from user handwriting. Hidden Markov Model (HMM) algorithm is chosen because this is one of the most used algorithms in pattern recognition, such as voice recognition, handwriting recognition, POS tagging and gesture. Every input from handwriting will be processed in several phases, starts from preprocessing and feature extraction. These features will then be transformed into a form of codeword based on codebook which is built by using training data with Vector Quantization. These set of codewords are then compared with HMM models previously built with training data. Experiment was performed covering two things: feature modication experiment and codewords number experiments. Best result is gained for four features combination and 60 units of codewords. © 2016 IEEE.","codebook; codeword; handwriting; Hidden Markov Model; mathematic expression","Computational linguistics; Feature extraction; Hidden Markov models; Markov processes; Mathematical instruments; Pattern recognition; Speech recognition; Codebooks; Codeword; Complex mathematics; handwriting; Handwriting recognition; mathematic expression; On-line handwritings; Real-time handwriting recognition; Character recognition"
"Wang C.-Q., Lu H.-S., Shu Y., Li A.-J., Ul Amin R.","Trajectory Planning and Adaptive Control architecture for increasing autonomy of UCAV in strike missions",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015206475&doi=10.1109%2fCGNCC.2016.7828767&partnerID=40&md5=74b162871dfc35954b953a19e7c82fb6","School of Automation, Northwestern Polytechnincal University, Xi'an, China; Department of Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA, United States","Wang, C.-Q., School of Automation, Northwestern Polytechnincal University, Xi'an, China; Lu, H.-S., School of Automation, Northwestern Polytechnincal University, Xi'an, China; Shu, Y., School of Automation, Northwestern Polytechnincal University, Xi'an, China, Department of Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA, United States; Li, A.-J., School of Automation, Northwestern Polytechnincal University, Xi'an, China; Ul Amin, R., School of Automation, Northwestern Polytechnincal University, Xi'an, China","The Autonomous Trajectory Planning and Adaptive Control (ATPAC) architecture is proposed in this paper to achieve UCAV autonomous navigation during strike mission with unknown threats. The ATPAC architecture is consisted of a navigation module and a flight control module. The navigation module is implemented by policy-gradient learning algorithm coupled with expectant direction search (EDS) strategy which is introduced in this paper. The flight control module implemented by Structure Adaptive Model Inverse (SAMI) algorithm, which can cope with significant parameter uncertainties of the vehicle's mathematic model and maintain adequate flight performance of the vehicle. Combat scenario is presented to test the performance of the ATPAC architecture for a UCAV. © 2016 IEEE.",,"Learning algorithms; Navigation; Adaptive Control; Adaptive control architecture; Adaptive modeling; Autonomous navigation; Autonomous trajectory planning; Mathematic model; Parameter uncertainty; Trajectory Planning; Adaptive control systems"
"Chen H.-X., Shen D.-K., Yang X.","Effects of mechanical properties of electric loading system on surplus torque",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015179055&doi=10.1109%2fCGNCC.2016.7828907&partnerID=40&md5=958c922ab809baaef992bafeea1ba929","School of Automation Science and Electrical Engineering, Beihang University, Beijing, China","Chen, H.-X., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Shen, D.-K., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Yang, X., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China","A method of controlling surplus torque by optimizing mechanical properties was proposed in this study. First, the mechanical structure and operating principle of electric loading systems were presented and a mathematic model was constructed. Then the causes of surplus torque were analyzed and a transfer function was created to relate the angular velocity-induced disturbance to output torque based on the results of analysis. A simulation was conducted in MATLAB to investigate the effects of mechanical properties of the system on surplus torque. The results suggest that proper design of mechanical properties can help reduce surplus torque. © 2016 IEEE.","Electric loading; Mechanical properties; Surplus torque; Velocity-induced disturbance","MATLAB; Mechanical properties; Torque; Electric loading; Mathematic model; Mechanical structures; Operating principles; Output torque; Proper design; Surplus torques; Loading"
"Wu K., Li C., Chen P., Fan Y.","Design of real-time and multi-task UAV simulation system based on rapid prototyping",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015208216&doi=10.1109%2fCGNCC.2016.7828910&partnerID=40&md5=773ee9f7b29892e796f824fbbc4b26ed","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China","Wu, K., College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Li, C., College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Chen, P., College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Fan, Y., College of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China","In the process of designing a hard real-time and multitask requirements of UAV Simulation System, a design method based on RTW and VxWorks real-time operating system is proposed in this paper. First, in mathematic simulation period, the simulation model of UAV system can be designed with MATLAB/Simulink tool, and then the Simulink model is transformed into C code files directly, which avoids the difficult development process of hand-written code. Then the simulation system is divided into system management task, model calculation task, scheduling management task and interface task. After detailed design, a unified real-time code is compiled by RTW, and the construction of UAV Simulation system is accomplished. Semi-physical simulation results show that the UAV simulation system can meet the accuracy and real-time requirements. Compared with the traditional hand-written code development mode, the simulation system developed with RTW and C code jointly has reduced the development difficulty and accelerated the development of the hardware-in-the-loop (HIL) simulation system platform. © 2016 IEEE.",,"Codes (symbols); Computer operating systems; Design; MATLAB; Real time systems; Scheduling; Unmanned aerial vehicles (UAV); Development process; Hardware-in-the-loop simulation; Mathematic simulations; Model calculations; Real time operating system; Real time requirement; Semi-physical simulations; Simulation systems; C (programming language)"
"Lu C., Li R., Liu J., Lei T.","Calculation method for air data based on information from inertial navigation system and wind field",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015228423&doi=10.1109%2fCGNCC.2016.7829070&partnerID=40&md5=3811b7469e59c0d41a575ad2656c1c91","Navigation Research Center, Nanjing University of Aeronautics and Astronautics, Satellite Communication and Navigation Collaborative Innovation Center, Nanjing, China; Chengdu Aircraft Design and Research Institute, Chengdu, China","Lu, C., Navigation Research Center, Nanjing University of Aeronautics and Astronautics, Satellite Communication and Navigation Collaborative Innovation Center, Nanjing, China; Li, R., Navigation Research Center, Nanjing University of Aeronautics and Astronautics, Satellite Communication and Navigation Collaborative Innovation Center, Nanjing, China; Liu, J., Navigation Research Center, Nanjing University of Aeronautics and Astronautics, Satellite Communication and Navigation Collaborative Innovation Center, Nanjing, China; Lei, T., Chengdu Aircraft Design and Research Institute, Chengdu, China","Aiming at air data measuring under high altitude, high mobility and high velocity for aerospace vehicles, a calculation method for air data based on information from inertial navigation system and wind field is proposed. This algorithm provides indirect measurements of air data without requiring extra hardware. On the base of the turbulence model (Dryden model), time domain model of turbulence is established from temporal spectrum. Exploiting the wind speed from the weather forecast, the mathematic relationship between INS, wind field and air data (including true air speed, angle of sideslip, and angle of attack) is established. Real-time estimation of air data is achieved using EKF. The simulation results show that, this method not only has high precision, favorable stability and robustness, but also improves the measurement range and reliability of air data system, which can effectively be used to measure the angle of attack, the angle of sideslip and true airspeed within full flight envelope. © 2016 IEEE.",,"Aerodynamics; Air; Air navigation; Angle of attack; Angle of attack indicators; Flight envelopes; Flight simulators; Inertial navigation systems; Navigation; Time domain analysis; Turbulence models; Weather forecasting; Wind; Air data systems; High mobility; High-precision; Indirect measurements; Measurement range; Real-time estimation; Stability and robustness; Time domain modeling; Navigation systems"
[No author name available],"Proceeding - 2016 International Seminar on Intelligent Technology and Its Application, ISITIA 2016: Recent Trends in Intelligent Computational Technologies for Sustainable Energy",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016811222&partnerID=40&md5=f8e7a7cfd4b136ae3917086a2ae26062",,"","The proceedings contain 121 papers. The topics discussed include: real time handwriting recognition for mathematic expressions using hidden Markov model; semi-supervised learning approach for Indonesian named entity recognition (NER) using co-training algorithm; Batik Lasem images classification using voting feature intervals 5 and statistical features selection approach; alcoholism classification based on EEG data using independent component analysis (ICA), Wavelet De-noising and Probabilistic Neural Network (PNN); electrode encephalograph signal classification using backpropagation neural network; identification of phonocardiogram signal based on STFT and Marquart Lavenberg backpropagation; experimental study of sound source localization using angular spectrum approach in the presence of artificial wind; and combining conventional and artificial intelligence DGA interpretation methods using optimized weighting factor.",,
