Authors,Title,Link,Abstract,Author Keywords,Index Keywords
"Hayden T.A., Holbrook C.M., Fielder D.G., Vandergoot C.S., Bergstedt R.A., Dettmers J.M., Krueger C.C., Cooke S.J.","Acoustic telemetry reveals large-scale migration patterns of walleye in Lake Huron","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918552992&doi=10.1371%2fjournal.pone.0114833&partnerID=40&md5=b466d9fffcb42a51bc52d44f8c76ec3c","Fish migration in large freshwater lacustrine systems such as the Laurentian Great Lakes is not well understood. The walleye (Sander vitreus) is an economically and ecologically important native fish species throughout the Great Lakes. In Lake Huron walleye has recently undergone a population expansion as a result of recovery of the primary stock, stemming from changing food web dynamics. During 2011 and 2012, we used acoustic telemetry to document the timing and spatial scale of walleye migration in Lake Huron and Saginaw Bay. Spawning walleye (n=199) collected from a tributary of Saginaw Bay were implanted with acoustic tags and their migrations were documented using acoustic receivers (n=140) deployed throughout U.S. nearshore waters of Lake Huron. Three migration pathways were described using multistate mark-recapture models. Models were evaluated using the Akaike Information Criterion. Fish sex did not influence migratory behavior but did affect migration rate and walleye were detected on all acoustic receiver lines. Most (95%) tagged fish migrated downstream from the riverine tagging and release location to Saginaw Bay, and 37% of these fish emigrated from Saginaw Bay into Lake Huron. Remarkably, 8% of walleye that emigrated from Saginaw Bay were detected at the acoustic receiver line located farthest from the release location more than 350 km away. Most (64%) walleye returned to the Saginaw River in 2012, presumably for spawning. Our findings reveal that fish from this stock use virtually the entirety of U.S. nearshore waters of Lake Huron. © 2014, Public Library of Science. All rights reserved.",,"acoustic telemetry; adult; animal experiment; Article; bootstrapping; controlled study; female; fish; fishery management; food web; freshwater environment; lake ecosystem; male; migration; nonhuman; Sander vitreus; sex difference; spawning; telemetry; United States; acoustics; animal; devices; perch; physiology; population migration; telemetry; Sander vitreus; Stizostedion vitreum; Acoustics; Animal Migration; Animals; Female; Great Lakes Region; Male; Perches; Telemetry"
"Evangeliou N., Balkanski Y., Cozic A., Hao W.M., Møller A.P.","Wildfires in Chernobyl-contaminated forests and risks to the population and the environment: A new nuclear disaster about to happen?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907751038&doi=10.1016%2fj.envint.2014.08.012&partnerID=40&md5=fe7d282173591843bdf13795d2252a11","Radioactive contamination in Ukraine, Belarus and Russia after the Chernobyl accident left large rural and forest areas to their own fate. Forest succession in conjunction with lack of forest management started gradually transforming the landscape. During the last 28years dead wood and litter have dramatically accumulated in these areas, whereas climate change has increased temperature and favored drought. The present situation in these forests suggests an increased risk of wildfires, especially after the pronounced forest fires of 2010, which remobilized Chernobyl-deposited radioactive materials transporting them thousand kilometers far. For the aforementioned reasons, we study the consequences of different forest fires on the redistribution of 137Cs. Using the time frequency of the fires that occurred in the area during 2010, we study three scenarios assuming that 10%, 50% and 100% of the area are burnt. We aim to sensitize the scientific community and the European authorities for the foreseen risks from radioactivity redistribution over Europe. The global model LMDZORINCA that reads deposition density of radionuclides and burnt area from satellites was used, whereas risks for the human and animal population were calculated using the Linear No-Threshold (LNT) model and the computerized software ERICA Tool, respectively. Depending on the scenario, whereas between 20 and 240 humans may suffer from solid cancers, of which 10-170 may be fatal. ERICA predicts insignificant changes in animal populations from the fires, whereas the already extreme radioactivity background plays a major role in their living quality. The resulting releases of 137Cs after hypothetical wildfires in Chernobyl's forests are classified as high in the International Nuclear Events Scale (INES). The estimated cancer incidents and fatalities are expected to be comparable to those predicted for Fukushima. This is attributed to the fact that the distribution of radioactive fallout after the wildfires occurred to the intensely populated Western Europe, whereas after Fukushima it occurred towards the Pacific Ocean. The situation will be exacerbated near the forests not only due to the expected redistribution of refractory radionuclides (also trapped there), but also due to the nutritional habits of the local human and animal population. © 2014 Elsevier Ltd.","Chernobyl accident; Forest fires; Radionuclides; Redistribution; Risks","Animals; Cesium; Climate change; Deforestation; Diseases; Fallout; Fire hazards; Nuclear reactor accidents; Radiation; Radioactivity; Radioisotopes; Risks; Chernobyl accident; Contaminated forests; European authorities; Forest fires; Increased temperature; Radioactive contamination; Redistribution; Scientific community; Fires; cesium 137; radioisotope; cesium; radioactive waste; Chernobyl accident; contaminated land; forest fire; radioactive pollution; radionuclide; risk assessment; wildfire; Article; Chernobyl accident; environmental impact assessment; environmental radioactivity; environmental release; forest; geographic and geological phenomena; health hazard; population risk; radiation hazard; radioactive contamination; risk assessment; wildfire; analysis; animal; fire; forest; human; radioactive waste; risk; Ukraine; Belarus; Pacific Ocean; Russian Federation; Ukraine; Animals; Cesium Radioisotopes; Chernobyl Nuclear Accident; Fires; Forests; Humans; Radioactive Fallout; Risk; Ukraine"
"Hwang D.-S., Lee B.-Y., Kim H.-S., Lee M.C., Kyung D.-H., Om A.-S., Rhee J.-S., Lee J.-S.","Genome-wide identification of nuclear receptor (NR) superfamily genes in the copepod Tigriopus japonicus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924336625&doi=10.1186%2f1471-2164-15-993&partnerID=40&md5=e0b7ceb1f18e6788f96807bf775f8160","Background: Nuclear receptors (NRs) are a large superfamily of proteins defined by a DNA-binding domain (DBD) and a ligand-binding domain (LBD). They function as transcriptional regulators to control expression of genes involved in development, homeostasis, and metabolism. The number of NRs differs from species to species, because of gene duplications and/or lineage-specific gene losses during metazoan evolution. Many NRs in arthropods interact with the ecdysteroid hormone and are involved in ecdysone-mediated signaling in arthropods. The nuclear receptor superfamily complement has been reported in several arthropods, including crustaceans, but not in copepods. We identified the entire NR repertoire of the copepod Tigriopus japonicus, which is an important marine model species for ecotoxicology and environmental genomics. Results: Using whole genome and transcriptome sequences, we identified a total of 31 nuclear receptors in the genome of T. japonicus. Nomenclature of the nuclear receptors was determined based on the sequence similarities of the DNA-binding domain (DBD) and ligand-binding domain (LBD). The 7 subfamilies of NRs separate into five major clades (subfamilies NR1, NR2, NR3, NR4, and NR5/6). Although the repertoire of NR members in, T. japonicus was similar to that reported for other arthropods, there was an expansion of the NR1 subfamily in Tigriopus japonicus. The twelve unique nuclear receptors identified in T. japonicus are members of NR1L. This expansion may be a unique lineage-specific feature of crustaceans. Interestingly, E78 and HR83, which are present in other arthropods, were absent from the genomes of T. japonicus and two congeneric copepod species (T. japonicus and Tigriopus californicus), suggesting copepod lineage-specific gene loss. Conclusions: We identified all NR receptors present in the copepod, T. japonicus. Knowledge of the copepod nuclear receptor repertoire will contribute to a better understanding of copepod- and crustacean-specific NR evolution. © 2014 Hwang et al.","Copepod; Ecdysone signaling; Nuclear receptor","cell nucleus receptor; cell receptor; Article; cladistics; controlled study; copepod; DNA binding domain; gene; gene identification; gene loss; gene nomenclature; gene sequence; genetic parameters; genetic similarity; genome analysis; ligand binding domain; nonhuman; NR1 gene; NR2 gene; NR3 gene; NR4 gene; NR5 gene; NR6 gene; nuclear receptor gene; nucleotide sequence; phylogenetic tree; sequence analysis; Tigriopus californicus; Tigriopus japonicus; animal; chemistry; Chordata; copepod; genetics; genome; multigene family; nomenclature; phylogeny; protein tertiary structure; species difference; Arthropoda; Copepoda; Crustacea; Metazoa; Tigriopus californicus; Tigriopus japonicus; Animals; Chordata; Copepoda; Genome; Multigene Family; Phylogeny; Protein Structure, Tertiary; Receptors, Cytoplasmic and Nuclear; Species Specificity; Terminology as Topic"
"Møller A.P., Samia D.S.M., Weston M.A., Guay P.-J., Blumstein D.T.","American exceptionalism: Population trends and flight initiation distances in birds from three continents","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907152987&doi=10.1371%2fjournal.pone.0107883&partnerID=40&md5=15cdfb0fc80baa1db37cb9b499ff46ab","Background: All organisms may be affected by humans' increasing impact on Earth, but there are many potential drivers of population trends and the relative importance of each remains largely unknown. The causes of spatial patterns in population trends and their relationship with animal responses to human proximity are even less known.Methodology/Principal Finding: We investigated the relationship between population trends of 193 species of bird in North America, Australia and Europe and flight initiation distance (FID); the distance at which birds take flight when approached by a human. While there is an expected negative relationship between population trend and FID in Australia and Europe, we found the inverse relationship for North American birds; thus FID cannot be used as a universal predictor of vulnerability of birds. However, the analysis of the joint explanatory ability of multiple drivers (farmland breeding habitat, pole-most breeding latitude, migratory habit, FID) effects on population status replicated previously reported strong effects of farmland breeding habitat (an effect apparently driven mostly by European birds), as well as strong effects of FID, body size, migratory habit and continent. Farmland birds are generally declining.Conclusions/Significance: Flight initiation distance is related to population trends in a way that differs among continents opening new research possibilities concerning the causes of geographic differences in patterns of anti-predator behavior. © PLOS ONE 2014.",,"adult; agricultural land; Article; Australia; body size; breeding; controlled study; Europe; female; flight; flight initiation distance; latitude; male; migrant bird; nonhuman; North America; population growth; predictor variable; species difference; species habitat; animal; bird; flying; human; population dynamics; Aves; Animals; Australia; Birds; Europe; Flight, Animal; Humans; North America; Population Dynamics"
"Rhee J.-S., Lee J.-S.","Whole genome data for omics-based research on the self-fertilizing fish Kryptolebias marmoratus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906234271&doi=10.1016%2fj.marpolbul.2014.04.005&partnerID=40&md5=8f12d2e4052b26387f78dc90c543c519","Genome resources have advantages for understanding diverse areas such as biological patterns and functioning of organisms. Omics platforms are useful approaches for the study of organs and organisms. These approaches can be powerful screening tools for whole genome, proteome, and metabolome profiling, and can be used to understand molecular changes in response to internal and external stimuli. This methodology has been applied successfully in freshwater model fish such as the zebrafish Danio rerio and the Japanese medaka Oryzias latipes in research areas such as basic physiology, developmental biology, genetics, and environmental biology. However, information is still scarce about model fish that inhabit brackish water or seawater. To develop the self-fertilizing killifish Kryptolebias marmoratus as a potential model species with unique characteristics and research merits, we obtained genomic information about K. marmoratus. We address ways to use these data for genome-based molecular mechanistic studies. We review the current state of genome information on K. marmoratus to initiate omics approaches. We evaluate the potential applications of integrated omics platforms for future studies in environmental science, developmental biology, and biomedical research. We conclude that information about the K. marmoratus genome will provide a better understanding of the molecular functions of genes, proteins, and metabolites that are involved in the biological functions of this species. Omics platforms, particularly combined technologies that make effective use of bioinformatics, will provide powerful tools for hypothesis-driven investigations and discovery-driven discussions on diverse aspects of this species and on fish and vertebrates in general. © 2014 Elsevier Ltd.","Genome; Hermaphroditic fish; Kryptolebias marmoratus; Omics","Bioinformatics; Biology; Fish; Biological functions; Developmental biology; Environmental science; Genomic information; Kryptolebias marmoratus; Mechanistic studies; Omics; Zebrafish danio rerio; Genes; autogamy; bioinformatics; estuarine environment; fish; genome; genomics; hermaphrodite; marine environment; model test; proteomics; research work; article; bioinformatics; environmental change; genome; genomics; killifish; Kryptolebias marmoratus; medical research; metabolite; metabolome; metabolomics; molecular genetics; nonhuman; osmosis; oxygen concentration; phenotypic plasticity; protein analysis; proteomics; sex determination process; sex differentiation; sexual maturation; steroidogenesis; temperature; animal; ecotoxicology; genetic association; genetics; genomics; hermaphrodite; killifish; marine biology; metabolomics; procedures; proteomics; Cyprinodontoidei; Danio rerio; Kryptolebias marmoratus; Oryzias latipes; Vertebrata; Animals; Ecotoxicology; Genome; Genome-Wide Association Study; Genomics; Hermaphroditic Organisms; Killifishes; Marine Biology; Metabolomics; Proteomics"
"Park J., Kim S., Yoo J., Lee J.-S., Park J.-W., Jung J.","Effect of salinity on acute copper and zinc toxicity to Tigriopus japonicus: The difference between metal ions and nanoparticles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906241341&doi=10.1016%2fj.marpolbul.2014.04.038&partnerID=40&md5=0d4d9ea8e4bb2b873a0fd373ebc5c290","We investigated the effects of salinity (5‰, 15‰, 25‰ and 35‰) on metal ion (Cu and Zn) and nanoparticle (NP) CuO and ZnO toxicity to Tigriopus japonicus. Increasing the test media volume without renewal increased the 96-h LC50 for Cu (32.75 mg L-1) compared to the reported value (3.9 mg L-1). There was no significant difference in acute toxicity at different salinities between acclimated and unacclimated T. japonicus (p&gt;0.05). Increasing salinity decreased the dissolved concentrations of Cu and Zn ions due to the precipitation of the metal ions, consequently reducing the acute toxicity to T. japonicus. The effect of salinity on acute CuO and ZnO NP toxicity was similar to that on metal ion toxicity. Since the aggregation of NPs generally enhanced at higher salinities, both the dissolution and aggregation of CuO and ZnO NPs may control the effect of salinity on acute toxicity to T. japonicus. © 2014 Elsevier Ltd.","Aggregation; Copepod; Metal ion; Nanoparticle; Precipitation; Salinity","Agglomeration; Metal ions; Nanoparticles; Precipitation (chemical); Toxicity; Zinc; Zinc oxide; Acute toxicity; Copepod; Copper and zinc; Dissolved concentrations; Ion toxicity; Salinity; Test medias; Zn ions; Copper; copper ion; copper oxide; nanoparticle; zinc ion; zinc oxide; copper; metal; nanoparticle; zinc; acclimation; aggregation; concentration (composition); copper; crustacean; dissolution; environmental impact; ion; salinity; testing method; toxicity; zinc; acclimatization; article; bioaccumulation; chemical analysis; chemical composition; chemical interaction; chemical modification; concentration (parameters); controlled study; copepod; dissolution; ecotoxicity; LC 50; nonhuman; precipitation; salinity; salt stress; salt tolerance; survival rate; Tigriopus japonicus; toxicity testing; animal; comparative study; copepod; drug effects; Copepoda; Tigriopus japonicus; Animals; Copepoda; Copper; Metals; Nanoparticles; Salinity; Zinc"
"Kim S.-H., Kim S.-J., Lee J.-S., Lee Y.-M.","Acute effects of heavy metals on the expression of glutathione-related antioxidant genes in the marine ciliate Euplotes crassus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906264430&doi=10.1016%2fj.marpolbul.2014.05.025&partnerID=40&md5=ad51a04a9546734ffafaacf4fee50175","Euplotes crassus, a single-celled eukaryote, is directly affected by environmental contaminants. Here, exponentially cultured E. crassus were exposed to cadmium, copper, lead, and zinc and then the reactive oxygen species (ROS) and total glutathione (GSH) levels were measured. Subsequently, the transcriptional modulation of glutathione peroxidase (GPx) and glutathione reductase (GR) were estimated by quantitative RT-PCR. After an 8-h exposure, significantly higher increases in the relative ROS and total GSH levels were observed in exposed group, compared to the controls. Real-time PCR data revealed that the expression levels of GPx and GR mRNA were sensitively modulated within 8. h of exposure to all heavy metals. These findings suggest that these genes may be involved in cellular defense mechanisms by modulating their gene expression against heavy metal-induced oxidative stress. Thus, they may be useful as potential molecular biomarkers to assess sediment environments for contaminants. © 2014 Elsevier Ltd.","Euplotes crassus; Glutathione; Heavy metals; Marine ciliate; Reactive oxygen species","Heavy metals; Oxygen; Peptides; Polymerase chain reaction; Environmental contaminant; Euplotes crassus; Glutathione peroxidase; Glutathiones; Marine ciliates; Metal-induced oxidative stress; Reactive oxygen species; Transcriptional modulation; Gene expression; cadmium; copper; glutathione; glutathione peroxidase; glutathione reductase; heavy metal; lead; reactive oxygen metabolite; zinc; antioxidant; biological marker; glutathione; glutathione peroxidase; glutathione reductase; heavy metal; reactive oxygen metabolite; water pollutant; biomarker; eukaryote; gene expression; heavy metal; marine pollution; pollution effect; acute toxicity; article; cellular immunity; controlled study; enzyme activity; Euplotes; Euplotes crassus; gene expression; genetic transcription; GPx gene; GR gene; heavy metal poisoning; nonhuman; nucleotide sequence; oxidative stress; protein content; risk assessment; transcription regulation; upregulation; drug effects; Euplotes; genetics; metabolism; toxicity; water pollutant; Ciliophora; Eukaryota; Moneuplotes crassus; Antioxidants; Biological Markers; Cadmium; Copper; Euplotes; Glutathione; Glutathione Peroxidase; Glutathione Reductase; Lead; Metals, Heavy; Oxidative Stress; Reactive Oxygen Species; Water Pollutants, Chemical; Zinc"
"Sathe P., Delconte R.B., Souza-Fonseca-Guimaraes F., Seillet C., Chopin M., Vandenberg C.J., Rankin L.C., Mielke L.A., Vikstrom I., Kolesnik T.B., Nicholson S.E., Vivier E., Smyth M.J., Nutt S.L., Glaser S.P., Strasser A., Belz G.T., Carotta S., Huntington N.D.","Innate immunodeficiency following genetic ablation of Mcl1 in natural killer cells","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907377182&doi=10.1038%2fncomms5539&partnerID=40&md5=868b860fd41c974c44c824bb6bb04ea1","The cytokine IL-15 is required for natural killer (NK) cell homeostasis; however, the intrinsic mechanism governing this requirement remains unexplored. Here we identify the absolute requirement for myeloid cell leukaemia sequence-1 (Mcl1) in the sustained survival of NK cells in vivo. Mcl1 is highly expressed in NK cells and regulated by IL-15 in a dose-dependent manner via STAT5 phosphorylation and subsequent binding to the 3'-UTR of Mcl1. Specific deletion of Mcl1 in NK cells results in the absolute loss of NK cells from all tissues owing to a failure to antagonize pro-apoptotic proteins in the outer mitochondrial membrane. This NK lymphopenia results in mice succumbing to multiorgan melanoma metastases, being permissive to allogeneic transplantation and being resistant to toxic shock following polymicrobial sepsis challenge. These results clearly demonstrate a non-redundant pathway linking IL-15 to Mcl1 in the maintenance of NK cells and innate immune responses in vivo.© 2014 Macmillan Publishers Limited. All rights reserved.",,"CD27 antigen; gamma interferon; interleukin 15; interleukin 6; natural cytotoxicity triggering receptor 1; protein mcl 1; STAT5 protein; cytokine; interleukin 15; Mcl1 protein, mouse; protein mcl 1; STAT5 protein; cytology; genetic analysis; homeostasis; immune response; immunoassay; 3' untranslated region; allotransplantation; animal cell; animal experiment; animal model; antigen expression; article; cell differentiation; cell maturation; cell survival; controlled study; cytotoxicity; female; gene deletion; genetic ablation; immune deficiency; innate immunity; lymphocytopenia; male; melanoma metastasis; mitochondrial membrane; mouse; natural killer cell; nonhuman; protein phosphorylation; sepsis; animal; apoptosis; C57BL mouse; disease model; dose response; drug effects; gene deletion; genetics; immunopathology; innate immunity; metabolism; natural killer cell; pathology; pathophysiology; physiology; signal transduction; Animals; Apoptosis; Cytokines; Disease Models, Animal; Dose-Response Relationship, Drug; Female; Gene Deletion; Immune System Diseases; Immunity, Innate; Interleukin-15; Killer Cells, Natural; Lymphopenia; Male; Mice; Mice, Inbred C57BL; Myeloid Cell Leukemia Sequence 1 Protein; Signal Transduction; STAT5 Transcription Factor"
"Jeffrey J.D., Cooke S.J., Gilmour K.M.","Regulation of hypothalamic-pituitary-interrenal axis function in male smallmouth bass (Micropterus dolomieu) during parental care","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902327050&doi=10.1016%2fj.ygcen.2014.05.023&partnerID=40&md5=472a0d54862c91bdd63ad74608c386ee","Male smallmouth bass (Micropterus dolomieu) provide sole parental care until offspring reach independence, a period of several weeks. During the early parental care period when males are guarding fresh eggs (MG-FE), cortisol responsiveness is attenuated; the response is re-established when males reach the end of the parental care period and are guarding free-swimming fry (MG-FSF). It was hypothesized that attenuation of the cortisol response in male smallmouth bass during early parental care reflected modulation of hypothalamic-pituitary-interrenal (HPI) axis function. Male smallmouth bass were sampled at the beginning (MG-FE) and end of the parental care period (MG-FSF), before and/or 25. min after exposure to a standardized stressor consisting of 3. min of air exposure. Repeated sampling of stressed fish for analysis of plasma cortisol and adrenocorticotropic hormone (ACTH) levels was carried out. Males significantly elevated both plasma cortisol and ACTH levels when guarding free-swimming fry but not during early parental care. Control and stressed fish were terminally sampled for tissue mRNA abundance of preoptic area (POA) and hypothalamic corticotropin-releasing factor (CRF) as well as head kidney melanocortin 2 receptor (MC2R), steroidogenic acute regulatory protein (StAR) and cytochrome P450 side chain cleavage enzyme (P450scc). No significant differences in either hypothalamus CRF or head kidney P450scc mRNA abundance were found across parental care stages or in response to stress. However, POA CRF mRNA abundance and interrenal cell MC2R and StAR mRNA abundances failed to increase in response to stress in MG-FE. Thus, the attenuated cortisol response in males guarding fresh eggs may be explained by hypoactive HPI axis function in response to stress. The present is one of few studies, and the first teleost study, to address the mechanisms underlying resistance to stress during the reproductive/parental care period. © 2014.","Cortisol; CRF; HPI axis; MC2R; Parental care; Smallmouth bass","cholesterol monooxygenase (side chain cleaving); complementary DNA; corticotropin; corticotropin releasing factor; cytochrome P450; hydrocortisone; melanocortin 2 receptor; messenger RNA; steroidogenic acute regulatory protein; corticotropin releasing factor; hydrocortisone; melanocortin 2 receptor; messenger RNA; air; article; DNA synthesis; egg production; environmental exposure; fry (fish); head kidney; hormone determination; hydrocortisone blood level; hypothalamic pituitary interrenal axis function; hypothalamus; hypothalamus hypophysis system; male; Micropterus; nonhuman; nucleotide sequence; prenatal care; preoptic area; priority journal; progeny; smallmouth bass; stress; animal; bass; blood; genetics; growth, development and aging; hypothalamus hypophysis system; metabolism; physiology; real time polymerase chain reaction; reproduction; reverse transcription polymerase chain reaction; Animals; Bass; Corticotropin-Releasing Hormone; Head Kidney; Hydrocortisone; Hypothalamo-Hypophyseal System; Male; Preoptic Area; Real-Time Polymerase Chain Reaction; Receptor, Melanocortin, Type 2; Reproduction; Reverse Transcriptase Polymerase Chain Reaction; RNA, Messenger"
"Møller A.P., Bonisoli-Alquati A., Mousseau T.A., Rudolfsen G.","Aspermy, sperm quality and radiation in chernobyl birds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903535302&doi=10.1371%2fjournal.pone.0100296&partnerID=40&md5=6e8ff8ccacba007d209dc4deb2267680","Background: Following the Chernobyl nuclear power plant accident, large amounts of radionuclides were emitted and spread in the environment. Animals living in such contaminated areas are predicted to suffer fitness costs including reductions in the quality and quantity of gametes. Methodology/Principal Findings: We studied whether aspermy and sperm quality were affected by radioactive contamination by examining ejaculates from wild caught birds breeding in areas varying in background radiation level by more than three orders of magnitude around Chernobyl, Ukraine. The frequency of males with aspermy increased logarithmically with radiation level. While 18.4% of males from contaminated areas had no sperm that was only the case for 3.0% of males from uncontaminated control areas. Furthermore, there were negative relationships between sperm quality as reflected by reduced sperm velocity and motility, respectively, and radiation. Conclusions/Significance: Our results suggest that radioactive contamination around Chernobyl affects sperm production and quality. We are the first to report an interspecific difference in sperm quality in relation to radioactive contamination. © 2014 Møller et al.",,"animal experiment; article; aspermia; bird; breeding; Chernobyl accident; controlled study; gamete; ionizing radiation; male; nonhuman; oxidative stress; radiation exposure; radioactive contamination; semen analysis; sperm; spermatogenesis; spermatozoon count; spermatozoon motility; Ukraine; animal; physiology; radiation response; spermatozoon; Animals; Background Radiation; Birds; Chernobyl Nuclear Accident; Male; Sperm Motility; Spermatozoa"
"Macagno M., Bandini S., Stramucci L., Quaglino E., Conti L., Balmas E., Smyth M.J., Lollini P.-L., Musiani P., Forni G., Iezzi M., Cavallo F.","Multiple roles of perforin in hampering ERBB-2 (Her-2/neu) carcinogenesis in transgenic male mice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901251487&doi=10.4049%2fjimmunol.1301248&partnerID=40&md5=9e87716c3829e52a937f10ae3f08a339","Perforin (pfp)-mediated cytotoxicity is one of the principal immunosurveillance mechanisms involved in the fight against cancer. However, its importance in spontaneous epithelial cancer is still poorly defined. In this study, we use a realistic mouse model that displays many features that are equivalent to human pathology to evaluate the role of pfp-dependent immunosurveillance by comparing tumor progression in rat ERBB-2 (neu) transgenic, pfp-proficient (neu+/pfp+) or pfp-deficient (neu+/pfp-) BALB/c male mice. Adult neu +/pfp+ males developed poorly differentiated salivary carcinomas, whereas neu+/pfp- males displayed their salivary carcinomas noticeably earlier and showed zones of more highly differentiated tumor, indicating that pfp-mediated immunosurveillance is able not only to delay the growth kinetic of an aggressive epithelial tumor, but also to shape its histology. The role of pfp-mediated immunosurveillance appeared to be of even more dramatic importance against the less aggressive male mammary carcinomas. In neu+/pfp+ males, the incidence of mammary carcinomas was a sporadic and late event. In contrast, in neu+/pfp- males their incidence was four-fold higher. This higher cancer incidence was associated with a 2-fold higher occurrence of persisting mammary remnants, a major risk factor for mammary cancer in male mice, and one that would appear to be due to pfp's previously unidentified involvement in male mammary gland rejection during embryogenesis. This work thus provides further proof of the complex role that the immune system plays in the body and gives new insight into the pathogenesis of epithelial tumors, demonstrating that the penetrance and malignancy of a tumor may be dramatically affected by pfp-dependent mechanisms. Copyright © 2014 by The American Association of Immunologists, Inc.",,"epidermal growth factor receptor 2; perforin; adult; animal cell; animal experiment; animal model; animal tissue; article; breast carcinoma; cancer incidence; carcinogenesis; controlled study; embryo; female; immunosurveillance; male; mouse; nonhuman; priority journal; protein function; rat; salivary gland carcinoma; tumor growth; Animals; Cell Transformation, Neoplastic; Humans; Male; Mice; Mice, Inbred BALB C; Mice, Transgenic; Neoplasms, Experimental; Pore Forming Cytotoxic Proteins; Rats; Receptor, erbB-2"
"Laursen K., Møller A.P.","Long-term changes in nutrients and mussel stocks are related to numbers of breeding eiders Somateria mollissima at a large baltic colony","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899709296&doi=10.1371%2fjournal.pone.0095851&partnerID=40&md5=f8475c7ac05b596731b8fa52a5c454a8","Background: The Baltic/Wadden Sea eider Somateria mollissima flyway population is decreasing, and this trend is also reflected in the large eider colony at Christiansø situated in the Baltic Sea. This colony showed a 15-fold increase from 1925 until the mid-1990's, followed by a rapid decline in recent years, although the causes of this trend remain unknown. Most birds from the colony winter in the Wadden Sea, from which environmental data and information on the size of the main diet, the mussel Mytilus edulis stock exists. We hypothesised that changes in nutrients and water temperature in the Wadden Sea had an effect on the ecosystem affecting the size of mussel stocks, the principal food item for eiders, thereby influencing the number of breeding eider in the Christiansø colony. Methodology/Principal Finding: A positive relationship between the amount of fertilizer used by farmers and the concentration of phosphorus in the Wadden Sea (with a time lag of one year) allowed analysis of the predictions concerning effects of nutrients for the period 1925-2010. There was (1) increasing amounts of fertilizer used in agriculture and this increased the amount of nutrients in the marine environment thereby increasing the mussel stocks in the Wadden Sea. (2) The number of eiders at Christiansø increased when the amount of fertilizer increased. Finally (3) the number of eiders in the colony at Christiansø increased with the amount of mussel stocks in the Wadden Sea. Conclusions/Significance: The trend in the number of eiders at Christiansø is representative for the entire flyway population, and since nutrient reduction in the marine environment occurs in most parts of Northwest Europe, we hypothesize that this environmental candidate parameter is involved in the overall regulation of the Baltic/Wadden Sea eider population during recent decades. © 2014 Laursen, Møller.",,"fertilizer; phosphorus; article; Baltic Sea; concentration (parameters); duck; environmental change; female; fertilizer application; marine environment; mussel; nonhuman; nutrient availability; nutrient concentration; nutrient content; population density; Somateria mollissima; water temperature; animal; bivalve; ecosystem; physiology; reproduction; Animals; Bivalvia; Ecosystem; Reproduction"
"Mittal D., Gubin M.M., Schreiber R.D., Smyth M.J.","New insights into cancer immunoediting and its three component phases-elimination, equilibrium and escape","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894107349&doi=10.1016%2fj.coi.2014.01.004&partnerID=40&md5=e8d763cc63d6fc6a5f9e1d02a3286ca5","The principles of cancer immunoediting have set the foundations for understanding the dual host-protective and tumor sculpting actions of immunity on cancer and establishing the basis for novel individualized cancer immunotherapies. During cancer immunoediting, the host immune system shapes tumor fate in three phases through the activation of innate and adaptive immune mechanisms. In the first phase, Elimination, transformed cells are destroyed by a competent immune system. Sporadic tumor cells that manage to survive immune destruction may then enter an Equilibrium phase where editing occurs. The Escape phase represents the third and final phase of the process, where immunologically sculpted tumors begin to grow progressively, become clinically apparent and establish an immunosuppressive tumor microenvironment. This review focuses on important recent developments that have enhanced our understanding of each phase of the cancer immunoediting process, summarizes the discovery of new predictive and prognostic biomarkers and discusses development of novel and objectively effective cancer immunotherapies. © 2014 Elsevier Ltd.",,"Animals; Disease Progression; Humans; Immunotherapy; Neoplasms; Prognosis; Tumor Escape; Tumor Markers, Biological"
